pair_candidate_id,molecule_chembl_id,drug_id,recorded_context_key,alpha1_activity_ids,alpha2_activity_ids,alpha1_composition,alpha2_composition,species,endpoint_class,standard_type,standard_units,document_chembl_id,alpha1_assay_ids,alpha2_assay_ids,status,integration_pair_id,alpha2_minus_alpha1,difference_unit,alpha1_over_alpha2_ratio,ratio_eligible,ratio_reason,alpha1_activity_id,alpha1_assay_chembl_id,alpha1_document_chembl_id,alpha1_target_chembl_id,alpha1_species,alpha1_receptor_composition,alpha1_endpoint_class,alpha1_endpoint_detail,alpha1_standard_type,alpha1_standard_value,alpha1_standard_units,alpha1_standard_relation,alpha1_value,alpha1_relation,alpha1_units,alpha1_assay_type,alpha1_assay_detail_description,alpha1_assay_detail_assay_parameters,alpha1_activity_properties,alpha1_document_detail_title,alpha1_document_detail_doi,alpha1_document_detail_pubmed_id,alpha1_target_organism,alpha1_assay_detail_assay_organism,alpha1_source_file,alpha1_source_json_pointer,alpha1_source_sha256,alpha2_activity_id,alpha2_assay_chembl_id,alpha2_document_chembl_id,alpha2_target_chembl_id,alpha2_species,alpha2_receptor_composition,alpha2_endpoint_class,alpha2_endpoint_detail,alpha2_standard_type,alpha2_standard_value,alpha2_standard_units,alpha2_standard_relation,alpha2_value,alpha2_relation,alpha2_units,alpha2_assay_type,alpha2_assay_detail_description,alpha2_assay_detail_assay_parameters,alpha2_activity_properties,alpha2_document_detail_title,alpha2_document_detail_doi,alpha2_document_detail_pubmed_id,alpha2_target_organism,alpha2_assay_detail_assay_organism,alpha2_source_file,alpha2_source_json_pointer,alpha2_source_sha256,value_interpretation,uncertainty,structure_context_limit
PAIR_20fb54d2bd102bc553dd,CHEMBL12,diazepam,"{""assay_detail_assay_cell_type"":""Oocyte"",""assay_detail_assay_organism"":""Homo sapiens"",""assay_detail_assay_parameters"":[],""assay_detail_assay_strain"":null,""assay_detail_assay_subcellular_fraction"":null,""assay_detail_assay_tissue"":null,""assay_detail_bao_format"":""BAO_0000219"",""assay_detail_relationship_type"":""D"",""assay_detail_variant_sequence"":null,""assay_type"":""F"",""derived_assay_class"":""functional"",""document_chembl_id"":""CHEMBL1148356"",""endpoint_class"":""functional_efficacy"",""endpoint_detail"":""response_not_established_emax"",""receptor_background"":""alphaX_beta3_gamma2"",""species"":""human"",""standard_relation"":""="",""standard_type"":""Efficacy"",""standard_units"":""%"",""subtype_masked_description"":""percent change in electrophysiological response in xenopus oocytes expressing alphaX-beta-3-gamma-2 gaba-a receptor"",""type"":""Efficacy"",""units"":""%""}",[667545],[667547],alpha1_beta3_gamma2,alpha2_beta3_gamma2,human,functional_efficacy,Efficacy,%,CHEMBL1148356,"[""CHEMBL677030""]","[""CHEMBL680445""]",recorded_context_candidate_unreported_conditions_not_verified,CHEMBL12__PAIR_20fb54d2bd102bc553dd,-67.0,percentage_points,,False,percent_change_normalization_and_dose_not_established,667545,CHEMBL677030,CHEMBL1148356,CHEMBL2094121,human,alpha1_beta3_gamma2,functional_efficacy,response_not_established_emax,Efficacy,156.0,%,=,156.0,=,%,F,Percent change in electrophysiological response in Xenopus oocytes expressing alpha-1-beta-3-gamma-2 GABA-A receptor,[],[],"Synthesis and biological evaluation of 3-heterocyclyl-7,8,9,10-tetrahydro-(7,10-ethano)-1,2,4-triazolo[3,4-a]phthalazines and analogues as subtype-selective inverse agonists for the GABA(A)alpha5 benzodiazepine binding site.",10.1021/jm0407613,15214791,Homo sapiens,Homo sapiens,raw/responses/request_00010.json.gz,/activities/68,d835832e14c863e4daa522f99d44a425411d5821d1cfd4d50e5311eef1e678f2,667547,CHEMBL680445,CHEMBL1148356,CHEMBL2094130,human,alpha2_beta3_gamma2,functional_efficacy,response_not_established_emax,Efficacy,89.0,%,=,89.0,=,%,F,Percent change in electrophysiological response in Xenopus oocytes expressing alpha-2-beta-3-gamma-2 GABA-A receptor,[],[],"Synthesis and biological evaluation of 3-heterocyclyl-7,8,9,10-tetrahydro-(7,10-ethano)-1,2,4-triazolo[3,4-a]phthalazines and analogues as subtype-selective inverse agonists for the GABA(A)alpha5 benzodiazepine binding site.",10.1021/jm0407613,15214791,Homo sapiens,Homo sapiens,raw/responses/request_00010.json.gz,/activities/70,d835832e14c863e4daa522f99d44a425411d5821d1cfd4d50e5311eef1e678f2,"Reported electrophysiological percent change, not established Emax; no efficacy ratio","No matched replicate/SE information in selected records; nonzero difference is descriptive, not significance",beta3_family_matches_but_alpha2_is_local_construct_not_matched_full_pentamer
PAIR_a00fa33aa100605e97cb,CHEMBL12,diazepam,"{""assay_detail_assay_cell_type"":""HEK"",""assay_detail_assay_organism"":""Homo sapiens"",""assay_detail_assay_parameters"":[],""assay_detail_assay_strain"":null,""assay_detail_assay_subcellular_fraction"":""Cell membrane"",""assay_detail_assay_tissue"":null,""assay_detail_bao_format"":""BAO_0000249"",""assay_detail_relationship_type"":""D"",""assay_detail_variant_sequence"":null,""assay_type"":""B"",""derived_assay_class"":""binding"",""document_chembl_id"":""CHEMBL5143601"",""endpoint_class"":""binding"",""endpoint_detail"":""ki"",""receptor_background"":""alphaX_beta2_gamma2"",""species"":""human"",""standard_relation"":""="",""standard_type"":""Ki"",""standard_units"":""nM"",""subtype_masked_description"":""displacement of [3h]flunitrazepam from human recombinant alphaXbeta2gamma2 gabaa receptor expressed in hek cell membrane by competitive radioligand binding assay"",""type"":""Ki"",""units"":""nM""}",[24843214],[24843235],alpha1_beta2_gamma2,alpha2_beta2_gamma2,human,binding,Ki,nM,CHEMBL5143601,"[""CHEMBL5146040""]","[""CHEMBL5146041""]",recorded_context_candidate_unreported_conditions_not_verified,CHEMBL12__PAIR_a00fa33aa100605e97cb,6.0,nM,0.7,True,positive_exact_binding_constant_same_recorded_context,24843214,CHEMBL5146040,CHEMBL5143601,CHEMBL2095172,human,alpha1_beta2_gamma2,binding,ki,Ki,14.0,nM,=,14.0,=,nM,B,Displacement of [3H]flunitrazepam from human recombinant alpha1beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,[],[],Rationalizing the binding and α subtype selectivity of synthesized imidazodiazepines and benzodiazepines at GABAA receptors by using molecular docking studies.,10.1016/j.bmcl.2022.128637,35218882,Homo sapiens,Homo sapiens,raw/responses/request_00011.json.gz,/activities/98,31e9d502b2591b5121d4b6dc5d4fc0ca74618d886fe42726d54cc520f9cdfeee,24843235,CHEMBL5146041,CHEMBL5143601,CHEMBL2111413,human,alpha2_beta2_gamma2,binding,ki,Ki,20.0,nM,=,20.0,=,nM,B,Displacement of [3H]flunitrazepam from human recombinant alpha2beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,[],[],Rationalizing the binding and α subtype selectivity of synthesized imidazodiazepines and benzodiazepines at GABAA receptors by using molecular docking studies.,10.1016/j.bmcl.2022.128637,35218882,Homo sapiens,Homo sapiens,raw/responses/request_00013.json.gz,/activities/20,8dd8bce91be6ccc884e2fef126e3663dd1a6acba39048c2a1feda8d8247ecb40,Smaller Ki means higher reported binding affinity; no categorical selectivity label,"No matched replicate/SE information in selected records; nonzero difference is descriptive, not significance",beta2_pharmacology_vs_beta3_structures_and_provisional_alpha2_local_construct
PAIR_f40769a4e6ad476ba686,CHEMBL12,diazepam,"{""assay_detail_assay_cell_type"":""LTK-"",""assay_detail_assay_organism"":""Homo sapiens"",""assay_detail_assay_parameters"":[],""assay_detail_assay_strain"":null,""assay_detail_assay_subcellular_fraction"":null,""assay_detail_assay_tissue"":null,""assay_detail_bao_format"":""BAO_0000219"",""assay_detail_relationship_type"":""D"",""assay_detail_variant_sequence"":null,""assay_type"":""B"",""derived_assay_class"":""binding"",""document_chembl_id"":""CHEMBL6078658"",""endpoint_class"":""binding"",""endpoint_detail"":""ki"",""receptor_background"":""alphaX_beta3_gamma2"",""species"":""human"",""standard_relation"":""="",""standard_type"":""Ki"",""standard_units"":""nM"",""subtype_masked_description"":""displacement of [3h]flumazenil from human recombinant alphaX-beta3-gamma2 gabaa receptors expressed in mouse ltk- cells incubated for 1 hr by liquid scintillation counter analysis"",""type"":""Ki"",""units"":""nM""}",[29082441],[29082452],alpha1_beta3_gamma2,alpha2_beta3_gamma2,human,binding,Ki,nM,CHEMBL6078658,"[""CHEMBL6080337""]","[""CHEMBL6080338""]",recorded_context_candidate_unreported_conditions_not_verified,CHEMBL12__PAIR_f40769a4e6ad476ba686,-9.0,nM,1.409090909090909090909090909,True,positive_exact_binding_constant_same_recorded_context,29082441,CHEMBL6080337,CHEMBL6078658,CHEMBL2094121,human,alpha1_beta3_gamma2,binding,ki,Ki,31.0,nM,=,31.0,=,nM,B,Displacement of [3H]flumazenil from human recombinant alpha1-beta3-gamma2 GABAA receptors expressed in mouse LTK- cells incubated for 1 hr by liquid scintillation counter analysis,[],"[{""comments"":null,""relation"":""="",""result_flag"":0,""standard_relation"":""="",""standard_text_value"":null,""standard_type"":""TIME"",""standard_units"":""hr"",""standard_value"":""1.0"",""text_value"":null,""type"":""TIME"",""units"":""hrs"",""value"":""1.0""}]","Use of imidazo[1,5-a]quinoline scaffold as the pharmacophore in the design of bivalent ligands of central benzodiazepine receptors.",10.1016/j.bmc.2024.118006,39577296,Homo sapiens,Homo sapiens,raw/responses/request_00012.json.gz,/activities/2,45d595b490a96805846b1c7121ca9aa64e2848643728b4b23cacfdd119e7d6d2,29082452,CHEMBL6080338,CHEMBL6078658,CHEMBL2094130,human,alpha2_beta3_gamma2,binding,ki,Ki,22.0,nM,=,22.0,=,nM,B,Displacement of [3H]flumazenil from human recombinant alpha2-beta3-gamma2 GABAA receptors expressed in mouse LTK- cells incubated for 1 hr by liquid scintillation counter analysis,[],"[{""comments"":null,""relation"":""="",""result_flag"":0,""standard_relation"":""="",""standard_text_value"":null,""standard_type"":""TIME"",""standard_units"":""hr"",""standard_value"":""1.0"",""text_value"":null,""type"":""TIME"",""units"":""hrs"",""value"":""1.0""}]","Use of imidazo[1,5-a]quinoline scaffold as the pharmacophore in the design of bivalent ligands of central benzodiazepine receptors.",10.1016/j.bmc.2024.118006,39577296,Homo sapiens,Homo sapiens,raw/responses/request_00012.json.gz,/activities/3,45d595b490a96805846b1c7121ca9aa64e2848643728b4b23cacfdd119e7d6d2,Smaller Ki means higher reported binding affinity; no categorical selectivity label,"No matched replicate/SE information in selected records; nonzero difference is descriptive, not significance",beta3_family_matches_but_alpha2_is_local_construct_not_matched_full_pentamer
PAIR_a00fa33aa100605e97cb,CHEMBL661,alprazolam,"{""assay_detail_assay_cell_type"":""HEK"",""assay_detail_assay_organism"":""Homo sapiens"",""assay_detail_assay_parameters"":[],""assay_detail_assay_strain"":null,""assay_detail_assay_subcellular_fraction"":""Cell membrane"",""assay_detail_assay_tissue"":null,""assay_detail_bao_format"":""BAO_0000249"",""assay_detail_relationship_type"":""D"",""assay_detail_variant_sequence"":null,""assay_type"":""B"",""derived_assay_class"":""binding"",""document_chembl_id"":""CHEMBL5143601"",""endpoint_class"":""binding"",""endpoint_detail"":""ki"",""receptor_background"":""alphaX_beta2_gamma2"",""species"":""human"",""standard_relation"":""="",""standard_type"":""Ki"",""standard_units"":""nM"",""subtype_masked_description"":""displacement of [3h]flunitrazepam from human recombinant alphaXbeta2gamma2 gabaa receptor expressed in hek cell membrane by competitive radioligand binding assay"",""type"":""Ki"",""units"":""nM""}",[24843226],[24843247],alpha1_beta2_gamma2,alpha2_beta2_gamma2,human,binding,Ki,nM,CHEMBL5143601,"[""CHEMBL5146040""]","[""CHEMBL5146041""]",recorded_context_candidate_unreported_conditions_not_verified,CHEMBL661__PAIR_a00fa33aa100605e97cb,-0.2,nM,1.333333333333333333333333333,True,positive_exact_binding_constant_same_recorded_context,24843226,CHEMBL5146040,CHEMBL5143601,CHEMBL2095172,human,alpha1_beta2_gamma2,binding,ki,Ki,0.8,nM,=,0.8,=,nM,B,Displacement of [3H]flunitrazepam from human recombinant alpha1beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,[],[],Rationalizing the binding and α subtype selectivity of synthesized imidazodiazepines and benzodiazepines at GABAA receptors by using molecular docking studies.,10.1016/j.bmcl.2022.128637,35218882,Homo sapiens,Homo sapiens,raw/responses/request_00030.json.gz,/activities/4,1f2a21ede51498267446c620ef83b643ea5156e0291137a109651bd0b8f730b4,24843247,CHEMBL5146041,CHEMBL5143601,CHEMBL2111413,human,alpha2_beta2_gamma2,binding,ki,Ki,0.6,nM,=,0.6,=,nM,B,Displacement of [3H]flunitrazepam from human recombinant alpha2beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,[],[],Rationalizing the binding and α subtype selectivity of synthesized imidazodiazepines and benzodiazepines at GABAA receptors by using molecular docking studies.,10.1016/j.bmcl.2022.128637,35218882,Homo sapiens,Homo sapiens,raw/responses/request_00031.json.gz,/activities/2,940669eaab00723cb678d606da81c8fc825f8c42b3ec92e21917635204d6d088,Smaller Ki means higher reported binding affinity; no categorical selectivity label,"No matched replicate/SE information in selected records; nonzero difference is descriptive, not significance",beta2_pharmacology_vs_beta3_structures_and_provisional_alpha2_local_construct
