drug_id,input_drug_name,molecule_chembl_id,preferred_name,canonical_smiles,standard_inchikey,target_chembl_id,target_name,target_type,target_class,receptor_subtype,assay_chembl_id,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value,organism,document_chembl_id,reference,source,src_id,activity_id,record_id,api_retrieved_at,chembl_version
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL653111,B,Ki,=,10.5,nM,7.98,Rattus norvegicus,CHEMBL1129075,CHEMBL1129075 J Med Chem 1996,LITERATURE,1,454337,184141,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL656130,B,GABA ratio,=,1.5,,,Rattus norvegicus,CHEMBL1129075,CHEMBL1129075 J Med Chem 1996,LITERATURE,1,454338,184141,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652562,B,Ki,=,5.0,nM,8.3,Rattus norvegicus,CHEMBL1122149,CHEMBL1122149 J Med Chem 1982,LITERATURE,1,457807,10127,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL653129,B,Ki,=,2.9,nM,8.54,Rattus norvegicus,CHEMBL1123044,CHEMBL1123044 J Med Chem 1985,LITERATURE,1,466921,36433,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL842707,B,GABA ratio,=,2.3,,,Rattus norvegicus,CHEMBL1123044,CHEMBL1123044 J Med Chem 1985,LITERATURE,1,466922,36433,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL651408,B,Ki,~,7.0,nM,,Rattus norvegicus,CHEMBL1151600,CHEMBL1151600 Bioorg Med Chem Lett 1997,LITERATURE,1,485896,236425,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL656131,B,GABA shift,=,2.0,,,Rattus norvegicus,CHEMBL1151600,CHEMBL1151600 Bioorg Med Chem Lett 1997,LITERATURE,1,485897,236425,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL650464,B,Ki,=,5.02,nM,8.3,Rattus norvegicus,CHEMBL1123687,CHEMBL1123687 J Med Chem 1987,LITERATURE,1,501148,271344,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652372,B,IC50,=,77.0,nM,7.11,Rattus norvegicus,CHEMBL1124349,CHEMBL1124349 J Med Chem 1989,LITERATURE,1,505655,132212,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL841641,B,GABA shift,=,3.07,,,Rattus norvegicus,CHEMBL1124349,CHEMBL1124349 J Med Chem 1989,LITERATURE,1,505656,132212,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL650084,B,IC50,=,5.0,nM,8.3,Rattus norvegicus,CHEMBL1122030,CHEMBL1122030 J Med Chem 1982,LITERATURE,1,507139,215735,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL650085,B,ID50,=,0.91,mg.kg-1,,Rattus norvegicus,CHEMBL1122030,CHEMBL1122030 J Med Chem 1982,LITERATURE,1,507140,215735,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL650087,B,ID50,=,5.0,mg.kg-1,,Rattus norvegicus,CHEMBL1122030,CHEMBL1122030 J Med Chem 1982,LITERATURE,1,507141,215735,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL653110,B,Ki,=,5.0,nM,8.3,Rattus norvegicus,CHEMBL1129239,CHEMBL1129239 J Med Chem 1996,LITERATURE,1,534900,179010,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL681237,B,IC50,=,28.0,nM,7.55,Rattus norvegicus,CHEMBL1149939,CHEMBL1149939 Bioorg Med Chem Lett 1996,LITERATURE,1,548914,215102,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL681238,B,IC50,=,13.0,nM,7.89,Rattus norvegicus,CHEMBL1149939,CHEMBL1149939 Bioorg Med Chem Lett 1996,LITERATURE,1,548915,215102,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL845316,B,GABA shift,=,2.2,,,Rattus norvegicus,CHEMBL1149939,CHEMBL1149939 Bioorg Med Chem Lett 1996,LITERATURE,1,548924,215102,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL648647,B,Ki,=,14.0,nM,7.85,Rattus norvegicus,CHEMBL1134955,CHEMBL1134955 Bioorg Med Chem Lett 2002,LITERATURE,1,551295,205593,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652736,B,IC50,=,20.6,nM,7.69,Rattus norvegicus,CHEMBL1126709,CHEMBL1126709 J Med Chem 1993,LITERATURE,1,582658,74245,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL848812,B,Ratio,=,1.78,,,Rattus norvegicus,CHEMBL1126709,CHEMBL1126709 J Med Chem 1993,LITERATURE,1,582659,74245,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha1/beta3/gamma2,CHEMBL678329,B,Ki,=,14.0,nM,7.85,Homo sapiens,CHEMBL1132940,CHEMBL1132940 J Med Chem 2000,LITERATURE,1,599580,343985,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha2/beta3/gamma2,CHEMBL681248,B,Ki,=,20.0,nM,7.7,Homo sapiens,CHEMBL1132940,CHEMBL1132940 J Med Chem 2000,LITERATURE,1,599581,343985,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha3/beta3/gamma2,CHEMBL682251,B,Ki,=,15.0,nM,7.82,Homo sapiens,CHEMBL1132940,CHEMBL1132940 J Med Chem 2000,LITERATURE,1,599582,343985,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha5/beta3/gamma2,CHEMBL681480,B,Ki,=,11.0,nM,7.96,Homo sapiens,CHEMBL1132940,CHEMBL1132940 J Med Chem 2000,LITERATURE,1,599583,343985,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2095190,GABA-A receptor; alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha6/beta3/gamma2,CHEMBL683045,B,Ki,>,3000.0,nM,,Homo sapiens,CHEMBL1132940,CHEMBL1132940 J Med Chem 2000,LITERATURE,1,599584,343985,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha1/beta3/gamma2,CHEMBL676826,B,Ki,=,14.0,nM,7.85,Homo sapiens,CHEMBL1149126,CHEMBL1149126 J Med Chem 2004,LITERATURE,1,604850,88525,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha2/beta3/gamma2,CHEMBL681841,B,Ki,=,20.0,nM,7.7,Homo sapiens,CHEMBL1149126,CHEMBL1149126 J Med Chem 2004,LITERATURE,1,604851,88525,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha3/beta3/gamma2,CHEMBL678741,B,Ki,=,15.0,nM,7.82,Homo sapiens,CHEMBL1149126,CHEMBL1149126 J Med Chem 2004,LITERATURE,1,604852,88525,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha5/beta3/gamma2,CHEMBL678745,B,Ki,=,11.0,nM,7.96,Homo sapiens,CHEMBL1149126,CHEMBL1149126 J Med Chem 2004,LITERATURE,1,604853,88525,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha5/beta3/gamma2,CHEMBL680669,B,Ki,=,11.2,nM,7.95,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667542,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha5/beta3/gamma2,CHEMBL680667,F,Efficacy,=,73.0,%,,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667543,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha1/beta3/gamma2,CHEMBL677034,B,Ki,=,14.3,nM,7.84,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667544,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha1/beta3/gamma2,CHEMBL677030,F,Efficacy,=,156.0,%,,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667545,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha2/beta3/gamma2,CHEMBL682709,B,Ki,=,26.2,nM,7.58,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667546,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha2/beta3/gamma2,CHEMBL680445,F,Efficacy,=,89.0,%,,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667547,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha3/beta3/gamma2,CHEMBL680432,B,Ki,=,23.7,nM,7.62,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667548,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,composite_target,alpha3/beta3/gamma2,CHEMBL680428,F,Efficacy,=,211.0,%,,Homo sapiens,CHEMBL1148356,CHEMBL1148356 J Med Chem 2004,LITERATURE,1,667549,230415,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652451,B,Ki,=,4.9,nM,8.31,Rattus norvegicus,CHEMBL1129735,CHEMBL1129735 J Med Chem 1996,LITERATURE,1,701710,275620,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL678604,F,Ratio,=,1.0,,,Rattus norvegicus,CHEMBL1129735,CHEMBL1129735 J Med Chem 1996,LITERATURE,1,701711,275620,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,composite_target,alpha1/beta2/gamma2,CHEMBL677789,F,Activity,=,1.0,,,Homo sapiens,CHEMBL1129735,CHEMBL1129735 J Med Chem 1996,LITERATURE,1,701712,275620,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,composite_target,alpha6/beta2/gamma2,CHEMBL680443,B,Ki,>,7000.0,nM,,Rattus norvegicus,CHEMBL1129735,CHEMBL1129735 J Med Chem 1996,LITERATURE,1,701714,275620,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL883287,B,IC50,=,8.1,nM,8.09,Homo sapiens,CHEMBL1122128,CHEMBL1122128 J Med Chem 1982,LITERATURE,1,706337,6079,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL883336,B,IC50,=,30.0,nM,7.52,Rattus norvegicus,CHEMBL1123003,CHEMBL1123003 J Med Chem 1985,LITERATURE,1,706569,314393,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652361,B,IC50,=,7.0,nM,8.15,Rattus norvegicus,CHEMBL1125815,CHEMBL1125815 J Med Chem 1991,LITERATURE,1,708685,190221,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL651177,B,Ki,=,8.5,nM,8.07,Rattus norvegicus,CHEMBL1132447,CHEMBL1132447 J Med Chem 1999,LITERATURE,1,709826,263088,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL841633,B,GABA ratio,=,2.13,,,Rattus norvegicus,CHEMBL1132447,CHEMBL1132447 J Med Chem 1999,LITERATURE,1,709827,263088,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652731,B,IC50,=,15.4,nM,7.81,Rattus norvegicus,CHEMBL1125017,CHEMBL1125017 J Med Chem 1990,LITERATURE,1,718805,197762,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094133,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652190,B,IC50,=,,nM,,Mus musculus,CHEMBL1122670,CHEMBL1122670 J Med Chem 1984,LITERATURE,1,755415,324814,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094133,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL652196,B,Ki,=,85000.0,nM,4.07,Mus musculus,CHEMBL1122670,CHEMBL1122670 J Med Chem 1984,LITERATURE,1,755416,324814,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL650178,B,IC50,=,6.0,nM,8.22,Rattus norvegicus,CHEMBL1124212,CHEMBL1124212 J Med Chem 1988,LITERATURE,1,759911,92016,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL654240,B,IC50,=,41.0,nM,7.39,Bos taurus,CHEMBL1122981,CHEMBL1122981 J Med Chem 1985,LITERATURE,1,761200,288319,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL654255,B,IC50,=,14.0,nM,7.85,Homo sapiens,CHEMBL1128049,CHEMBL1128049 Bioorg Med Chem Lett 1995,LITERATURE,1,788043,140814,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
diazepam,Diazepam,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,generic_gabaa_target,,CHEMBL650681,B,Ki,=,10.0,nM,8.0,Bos taurus,CHEMBL1145105,CHEMBL1145105 J Med Chem 2003,LITERATURE,1,792162,198723,2026-09-17T02:17:48.329450+00:00,ChEMBL_37
