evidence_id,drug_id,input_drug_name,molecule_chembl_id,gtopdb_ligand_id,receptor_composition,target_id,target_name,target_type,species,metric,value,value_low,value_high,unit,assay,reference_id,PMID,DOI,reference,source_database,source_record_id,alpha_subtype,beta_subtype,gamma_subtype,other_subunits,duplicate_group_id,duplicate_candidate
chembl:239,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL4296062,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,EC50,98000.0,,,nM,CHEMBL5254701,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076504,alpha1,beta3,gamma2,,,False
chembl:240,diazepam,Diazepam,CHEMBL12,,alpha6/beta3/gamma2,CHEMBL4296054,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,EC50,700.0,,,nM,CHEMBL5254704,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076507,alpha6,beta3,gamma2,,,False
chembl:241,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL4296062,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,EC50,160000.0,,,nM,CHEMBL5254705,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076511,alpha1,beta3,gamma2,,,False
chembl:242,diazepam,Diazepam,CHEMBL12,,alpha6/beta3/gamma2,CHEMBL4296054,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,EC50,400.0,,,nM,CHEMBL5254706,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076512,alpha6,beta3,gamma2,,,False
chembl:243,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL4296062,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,160.0,,,%,CHEMBL5254707,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076513,alpha1,beta3,gamma2,,,False
chembl:244,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL4296062,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,150.0,,,%,CHEMBL5254709,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076515,alpha1,beta3,gamma2,,,False
chembl:245,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL4296062,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,8050.0,,,nanoampere,CHEMBL5254710,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076516,alpha1,beta3,gamma2,,,False
chembl:246,diazepam,Diazepam,CHEMBL12,,alpha6/beta3/gamma2,CHEMBL4296054,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,2370.0,,,nanoampere,CHEMBL5254711,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076517,alpha6,beta3,gamma2,,,False
chembl:247,diazepam,Diazepam,CHEMBL12,,alpha6/beta3,CHEMBL4296052,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3,PROTEIN COMPLEX,Rattus norvegicus,Activity,36.0,,,nanoampere,CHEMBL5254715,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076521,alpha6,beta3,,,,False
chembl:248,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL4296062,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,69.0,,,nanoampere,CHEMBL5254717,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076523,alpha1,beta3,gamma2,,,False
chembl:249,diazepam,Diazepam,CHEMBL12,,alpha6/beta3,CHEMBL4296052,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3,PROTEIN COMPLEX,Rattus norvegicus,Activity,0.5,,,nanoampere,CHEMBL5254718,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076524,alpha6,beta3,,,,False
chembl:250,diazepam,Diazepam,CHEMBL12,,alpha1/beta3/gamma2,CHEMBL4296062,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,13530.0,,,nanoampere,CHEMBL5254720,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076526,alpha1,beta3,gamma2,,,False
chembl:251,diazepam,Diazepam,CHEMBL12,,alpha6/beta3/gamma2,CHEMBL4296054,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,2650.0,,,nanoampere,CHEMBL5254721,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076527,alpha6,beta3,gamma2,,,False
chembl:252,diazepam,Diazepam,CHEMBL12,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,Kd,23.0,,,nM,CHEMBL991887,CHEMBL1157475,,,CHEMBL1157475 J Med Chem 2008,ChEMBL,2461352,alpha5,,,,,False
chembl:253,diazepam,Diazepam,CHEMBL12,,alpha2,CHEMBL4956,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Homo sapiens,Ki,17.0,,,nM,CHEMBL4403717,CHEMBL4402545,,,CHEMBL4402545 J Med Chem 2020,ChEMBL,19259380,alpha2,,,,,False
chembl:254,diazepam,Diazepam,CHEMBL12,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,Ki,15.0,,,nM,CHEMBL4403720,CHEMBL4402545,,,CHEMBL4402545 J Med Chem 2020,ChEMBL,19259426,alpha5,,,,,False
chembl:255,diazepam,Diazepam,CHEMBL12,,alpha5/beta2/gamma2,CHEMBL4523641,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,11.0,,,nM,CHEMBL5146043,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843277,alpha5,beta2,gamma2,,,False
chembl:256,diazepam,Diazepam,CHEMBL12,,alpha1/alpha6/beta3/gamma2,CHEMBL5291947,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,EC50,360000.0,,,nM,CHEMBL5254702,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076505,alpha1/alpha6,beta3,gamma2,,,False
chembl:257,diazepam,Diazepam,CHEMBL12,,alpha1/alpha6/beta3/gamma2,CHEMBL5291947,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,EC50,18000.0,,,nM,CHEMBL5254703,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076506,alpha1/alpha6,beta3,gamma2,,,False
chembl:258,diazepam,Diazepam,CHEMBL12,,alpha1/alpha6/beta3/gamma2,CHEMBL5291947,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,250.0,,,%,CHEMBL5254708,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076514,alpha1/alpha6,beta3,gamma2,,,False
chembl:259,diazepam,Diazepam,CHEMBL12,,alpha1/alpha6/beta3/gamma2,CHEMBL5291947,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,9350.0,,,nanoampere,CHEMBL5254712,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076518,alpha1/alpha6,beta3,gamma2,,,False
chembl:260,diazepam,Diazepam,CHEMBL12,,alpha1/alpha6/beta3/gamma2,CHEMBL5291947,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Activity,810.0,,,nanoampere,CHEMBL5254713,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076519,alpha1/alpha6,beta3,gamma2,,,False
chembl:261,diazepam,Diazepam,CHEMBL12,,alpha6/beta3/alpha1,CHEMBL5291948,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3/alpha-1,PROTEIN COMPLEX,Rattus norvegicus,Activity,51.0,,,nanoampere,CHEMBL5254716,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076522,alpha6/alpha1,beta3,,,,False
chembl:262,diazepam,Diazepam,CHEMBL12,,gamma2/beta3,CHEMBL5291950,Gamma-aminobutyric acid receptor subunit gamma-2/beta-3,PROTEIN COMPLEX,Rattus norvegicus,Activity,69.0,,,nanoampere,CHEMBL5254719,CHEMBL5252552,,,CHEMBL5252552 Bioorg Med Chem 2019,ChEMBL,25076525,,beta3,gamma2,,,False
chembl:263,lorazepam,Lorazepam,CHEMBL580,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128178,alpha1,,,,,False
chembl:264,lorazepam,Lorazepam,CHEMBL580,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,7.4,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25130756,alpha1,,,,,False
chembl:265,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,GABA ratio,1.97,,,,CHEMBL685380,CHEMBL1129605,,,CHEMBL1129605 J Med Chem 1996,ChEMBL,141810,,,,,,False
chembl:266,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Activity,100.0,,,%,CHEMBL678602,CHEMBL1129605,,,CHEMBL1129605 J Med Chem 1996,ChEMBL,141811,,,,,,False
chembl:267,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,IC50,555904257.27,,,nM,CHEMBL650082,CHEMBL1128247,,,CHEMBL1128247 J Med Chem 1995,ChEMBL,275567,,,,,,False
chembl:268,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ki,0.85,,,nM,CHEMBL650822,CHEMBL1131119,,,CHEMBL1131119 J Med Chem 1998,ChEMBL,878696,,,,,,False
chembl:269,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,GABA ratio,1.97,,,,CHEMBL841636,CHEMBL1131119,,,CHEMBL1131119 J Med Chem 1998,ChEMBL,878697,,,,,,False
chembl:270,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Clonazepam,100.0,,,%,CHEMBL681818,CHEMBL1131119,,,CHEMBL1131119 J Med Chem 1998,ChEMBL,878698,,,,,,False
chembl:271,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ki,0.85,,,nM,CHEMBL652658,CHEMBL1134525,,,CHEMBL1134525 J Med Chem 2001,ChEMBL,942060,,,,,,False
chembl:272,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ratio,1.97,,,,CHEMBL652660,CHEMBL1134525,,,CHEMBL1134525 J Med Chem 2001,ChEMBL,942061,,,,,,False
chembl:273,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Ki,0.85,,,nM,CHEMBL651481,CHEMBL1133176,,,CHEMBL1133176 J Med Chem 2000,ChEMBL,960283,,,,,,False
chembl:274,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,Inhibition,100.0,,,%,CHEMBL648646,CHEMBL1133176,,,CHEMBL1133176 J Med Chem 2000,ChEMBL,960284,,,,,,False
chembl:275,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2094107,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Bos taurus,GABA ratio,1.97,,,,CHEMBL842708,CHEMBL1133176,,,CHEMBL1133176 J Med Chem 2000,ChEMBL,960285,,,,,,False
chembl:276,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,1.7,,,nM,CHEMBL650869,CHEMBL1123786,,,CHEMBL1123786 J Med Chem 1987,ChEMBL,995663,,,,,,False
chembl:277,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,1.7,,,nM,CHEMBL650878,CHEMBL1124015,,,CHEMBL1124015 J Med Chem 1988,ChEMBL,1016962,,,,,,False
chembl:278,clonazepam,Clonazepam,CHEMBL452,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,Ki,0.85,,,nM,CHEMBL839964,CHEMBL1144412,,,CHEMBL1144412 J Med Chem 2005,ChEMBL,1505241,,,,,,False
chembl:279,clonazepam,Clonazepam,CHEMBL452,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128433,alpha1,,,,,False
chembl:280,clonazepam,Clonazepam,CHEMBL452,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,2.5,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25131041,alpha1,,,,,False
chembl:281,alprazolam,Alprazolam,CHEMBL661,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,3.3,,,nM,CHEMBL789194,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350409,,,,,,False
chembl:282,alprazolam,Alprazolam,CHEMBL661,,generic_gabaa,CHEMBL2094133,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Mus musculus,ED50,2.9,,,umol.kg-1,CHEMBL878039,CHEMBL1123326,,,CHEMBL1123326 J Med Chem 1986,ChEMBL,679541,,,,,,False
chembl:283,alprazolam,Alprazolam,CHEMBL661,,alpha1/beta2/gamma2,CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,0.8,,,nM,CHEMBL5146040,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843226,alpha1,beta2,gamma2,,,False
chembl:284,alprazolam,Alprazolam,CHEMBL661,,alpha3/beta2/gamma2,CHEMBL2111339,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,1.4,,,nM,CHEMBL5146042,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843268,alpha3,beta2,gamma2,,,False
chembl:285,alprazolam,Alprazolam,CHEMBL661,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Activity,327.0,,,%,CHEMBL881716,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350410,alpha1,,,,,False
chembl:286,alprazolam,Alprazolam,CHEMBL661,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,EC50,37.0,,,nM,CHEMBL823141,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350411,alpha1,,,,,False
chembl:287,alprazolam,Alprazolam,CHEMBL661,,alpha3,CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,Activity,774.0,,,%,CHEMBL678893,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350414,alpha3,,,,,False
chembl:288,alprazolam,Alprazolam,CHEMBL661,,alpha3,CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,EC50,69.0,,,nM,CHEMBL678894,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350415,alpha3,,,,,False
chembl:289,alprazolam,Alprazolam,CHEMBL661,,alpha2/beta2/gamma2,CHEMBL2111413,GABA A receptor alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,0.6,,,nM,CHEMBL5146041,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843247,alpha2,beta2,gamma2,,,False
chembl:290,alprazolam,Alprazolam,CHEMBL661,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128552,alpha1,,,,,False
chembl:291,alprazolam,Alprazolam,CHEMBL661,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,4.2,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25131170,alpha1,,,,,False
chembl:292,alprazolam,Alprazolam,CHEMBL661,,alpha2,CHEMBL4956,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Homo sapiens,Activity,333.0,,,%,CHEMBL678888,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350412,alpha2,,,,,False
chembl:293,alprazolam,Alprazolam,CHEMBL661,,alpha2,CHEMBL4956,Gamma-aminobutyric acid receptor subunit alpha-2,SINGLE PROTEIN,Homo sapiens,EC50,12.0,,,nM,CHEMBL678889,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350413,alpha2,,,,,False
chembl:294,alprazolam,Alprazolam,CHEMBL661,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,Activity,206.0,,,%,CHEMBL680329,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350416,alpha5,,,,,False
chembl:295,alprazolam,Alprazolam,CHEMBL661,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,EC50,10.0,,,nM,CHEMBL680330,CHEMBL1135642,,,CHEMBL1135642 J Med Chem 2002,ChEMBL,350417,alpha5,,,,,False
chembl:296,alprazolam,Alprazolam,CHEMBL661,,alpha5/beta2/gamma2,CHEMBL4523641,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,1.5,,,nM,CHEMBL5146043,CHEMBL5143601,,,CHEMBL5143601 Bioorg Med Chem Lett 2022,ChEMBL,24843289,alpha5,beta2,gamma2,,,False
chembl:297,midazolam,Midazolam,CHEMBL655,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,2.0,,,nM,CHEMBL648647,CHEMBL1134955,,,CHEMBL1134955 Bioorg Med Chem Lett 2002,ChEMBL,520131,,,,,,False
chembl:298,midazolam,Midazolam,CHEMBL655,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128550,alpha1,,,,,False
chembl:299,midazolam,Midazolam,CHEMBL655,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,2.5,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25131168,alpha1,,,,,False
chembl:300,temazepam,Temazepam,CHEMBL967,,generic_gabaa,CHEMBL2093872,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Homo sapiens,IC50,62517269.28,,,nM,CHEMBL650082,CHEMBL1128247,,,CHEMBL1128247 J Med Chem 1995,ChEMBL,292495,,,,,,False
chembl:301,temazepam,Temazepam,CHEMBL967,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128227,alpha1,,,,,False
chembl:302,temazepam,Temazepam,CHEMBL967,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,44.0,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25130811,alpha1,,,,,False
chembl:303,triazolam,Triazolam,CHEMBL646,,alpha1/beta3/gamma2,CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,0.8,,,nM,CHEMBL678329,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,599586,alpha1,beta3,gamma2,,,False
chembl:304,triazolam,Triazolam,CHEMBL646,,alpha2/beta3/gamma2,CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,0.59,,,nM,CHEMBL681248,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,599587,alpha2,beta3,gamma2,,,False
chembl:305,triazolam,Triazolam,CHEMBL646,,alpha3/beta3/gamma2,CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,1.43,,,nM,CHEMBL682251,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,599588,alpha3,beta3,gamma2,,,False
chembl:306,triazolam,Triazolam,CHEMBL646,,alpha5/beta3/gamma2,CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,1.54,,,nM,CHEMBL681480,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,599589,alpha5,beta3,gamma2,,,False
chembl:307,triazolam,Triazolam,CHEMBL646,,alpha6/beta3/gamma2,CHEMBL2095190,GABA-A receptor; alpha-6/beta-3/gamma-2,PROTEIN COMPLEX,Homo sapiens,Ki,10000.0,,,nM,CHEMBL683045,CHEMBL1132940,,,CHEMBL1132940 J Med Chem 2000,ChEMBL,599590,alpha6,beta3,gamma2,,,False
chembl:308,triazolam,Triazolam,CHEMBL646,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,0.8,,,nM,CHEMBL648139,CHEMBL1127024,,,CHEMBL1127024 J Med Chem 1993,ChEMBL,684273,,,,,,False
chembl:309,triazolam,Triazolam,CHEMBL646,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,2086.0,,,nM,CHEMBL648138,CHEMBL1127024,,,CHEMBL1127024 J Med Chem 1993,ChEMBL,684274,,,,,,False
chembl:310,triazolam,Triazolam,CHEMBL646,,generic_gabaa,CHEMBL1907607,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ratio,2608.0,,,,CHEMBL851452,CHEMBL1127024,,,CHEMBL1127024 J Med Chem 1993,ChEMBL,684275,,,,,,False
chembl:311,triazolam,Triazolam,CHEMBL646,,alpha1,CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Homo sapiens,Kd,1.0,,,nM,CHEMBL991886,CHEMBL1157475,,,CHEMBL1157475 J Med Chem 2008,ChEMBL,2461330,alpha1,,,,,False
chembl:312,triazolam,Triazolam,CHEMBL646,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,10000.0,,,nM,CHEMBL5291798,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25128553,alpha1,,,,,False
chembl:313,triazolam,Triazolam,CHEMBL646,,alpha1,CHEMBL343,Gamma-aminobutyric acid receptor subunit alpha-1,SINGLE PROTEIN,Rattus norvegicus,AC50,1.1,,,nM,CHEMBL5291801,CHEMBL5291721,,,CHEMBL5291721 Nat Commun 2023,ChEMBL,25131171,alpha1,,,,,False
chembl:314,triazolam,Triazolam,CHEMBL646,,alpha5,CHEMBL5112,Gamma-aminobutyric acid receptor subunit alpha-5,SINGLE PROTEIN,Homo sapiens,Kd,4.0,,,nM,CHEMBL991887,CHEMBL1157475,,,CHEMBL1157475 J Med Chem 2008,ChEMBL,2461351,alpha5,,,,,False
chembl:315,zolpidem,Zolpidem,CHEMBL911,,alpha1/beta2/gamma2,CHEMBL2095167,GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,19.0,,,nM,CHEMBL822941,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331765,alpha1,beta2,gamma2,,,False
chembl:316,zolpidem,Zolpidem,CHEMBL911,,alpha3/beta2/gamma2,CHEMBL2111343,GABA A receptor alpha-3/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,400.0,,,nM,CHEMBL823756,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331766,alpha3,beta2,gamma2,,,False
chembl:317,zolpidem,Zolpidem,CHEMBL911,,alpha6/beta2/gamma2,CHEMBL2111365,GABA A receptor alpha-6/beta-2/gamma-2,PROTEIN COMPLEX,Rattus norvegicus,Ki,10000.0,,,nM,CHEMBL824042,CHEMBL1127312,,,CHEMBL1127312 J Med Chem 1994,ChEMBL,331769,alpha6,beta2,gamma2,,,False
