drug_id,alpha1_composition,alpha2_composition,alpha1_source,alpha2_source,metric,unit,same_beta_gamma,same_reference_or_assay,alpha1_species,alpha2_species,alpha1_value,alpha2_value,tier,alpha1_evidence_id,alpha2_evidence_id
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,20.0,2,chembl:166,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,20.0,2,chembl:166,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,26.2,2,chembl:166,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,89.0,4,chembl:166,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,20.0,4,chembl:166,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,6.6,2,chembl:166,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,138.0,4,chembl:166,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Homo sapiens,Homo sapiens,13.0,6.6,1,chembl:166,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,33.0,2,chembl:166,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,20.0,2,chembl:166,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,115.0,4,chembl:166,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,508.0,4,chembl:166,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,35.0,4,chembl:166,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,177.0,4,chembl:166,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,22.0,2,chembl:166,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,212.67,4,chembl:166,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,13.0,20.0,3,chembl:166,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,7.0,4,chembl:166,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,39.0,4,chembl:166,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,15.0,4,chembl:166,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,81.0,4,chembl:166,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,20.0,4,chembl:166,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,13.0,17.0,3,chembl:166,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,6.6,4,chembl:170,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,20.0,4,chembl:170,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,20.0,4,chembl:170,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,26.2,4,chembl:170,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,89.0,2,chembl:170,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,103.0,20.0,4,chembl:170,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,6.6,4,chembl:170,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,138.0,2,chembl:170,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,True,Homo sapiens,Homo sapiens,103.0,6.6,4,chembl:170,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,33.0,4,chembl:170,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,20.0,4,chembl:170,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,115.0,2,chembl:170,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,508.0,4,chembl:170,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,35.0,4,chembl:170,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,177.0,4,chembl:170,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,22.0,4,chembl:170,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,103.0,212.67,4,chembl:170,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,103.0,20.0,4,chembl:170,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,103.0,7.0,4,chembl:170,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,103.0,39.0,4,chembl:170,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,103.0,15.0,4,chembl:170,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,103.0,81.0,4,chembl:170,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,103.0,20.0,4,chembl:170,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,103.0,17.0,4,chembl:170,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,6.6,2,chembl:173,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,20.0,2,chembl:173,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,20.0,2,chembl:173,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,26.2,2,chembl:173,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,89.0,4,chembl:173,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,20.0,4,chembl:173,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,6.6,2,chembl:173,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,138.0,4,chembl:173,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,6.6,2,chembl:173,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Homo sapiens,Homo sapiens,13.0,33.0,1,chembl:173,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,20.0,2,chembl:173,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,115.0,4,chembl:173,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,508.0,4,chembl:173,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,35.0,4,chembl:173,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,177.0,4,chembl:173,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,22.0,2,chembl:173,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,13.0,212.67,4,chembl:173,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,13.0,20.0,3,chembl:173,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,7.0,4,chembl:173,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,39.0,4,chembl:173,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,15.0,4,chembl:173,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,81.0,4,chembl:173,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,13.0,20.0,4,chembl:173,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,13.0,17.0,3,chembl:173,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,6.6,4,chembl:176,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,20.0,4,chembl:176,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,20.0,4,chembl:176,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,26.2,4,chembl:176,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,89.0,2,chembl:176,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,0.93,20.0,4,chembl:176,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,6.6,4,chembl:176,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,138.0,2,chembl:176,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,6.6,4,chembl:176,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,True,Homo sapiens,Homo sapiens,0.93,33.0,4,chembl:176,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,20.0,4,chembl:176,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,115.0,2,chembl:176,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,508.0,4,chembl:176,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,35.0,4,chembl:176,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,177.0,4,chembl:176,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,22.0,4,chembl:176,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,0.93,212.67,4,chembl:176,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,0.93,20.0,4,chembl:176,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,0.93,7.0,4,chembl:176,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,0.93,39.0,4,chembl:176,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,0.93,15.0,4,chembl:176,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,0.93,81.0,4,chembl:176,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Rattus norvegicus,0.93,20.0,4,chembl:176,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Efficacy,%,False,False,Homo sapiens,Homo sapiens,0.93,17.0,4,chembl:176,chembl:253
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,6.6,4,chembl:180,chembl:40
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,20.0,4,chembl:180,chembl:64
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,20.0,4,chembl:180,chembl:69
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,26.2,4,chembl:180,chembl:76
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,89.0,4,chembl:180,chembl:77
diazepam,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Rattus norvegicus,72.0,20.0,4,chembl:180,chembl:98
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,6.6,4,chembl:180,chembl:157
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,138.0,4,chembl:180,chembl:161
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,6.6,4,chembl:180,chembl:167
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,33.0,4,chembl:180,chembl:174
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,20.0,4,chembl:180,chembl:182
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,115.0,4,chembl:180,chembl:185
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,508.0,4,chembl:180,chembl:191
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,35.0,4,chembl:180,chembl:195
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,177.0,4,chembl:180,chembl:200
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,22.0,4,chembl:180,chembl:214
diazepam,alpha1/beta2/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,212.67,4,chembl:180,chembl:217
diazepam,alpha1/beta2/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,72.0,20.0,4,chembl:180,chembl:230
diazepam,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,72.0,7.0,4,chembl:180,chembl:231
diazepam,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,72.0,39.0,4,chembl:180,chembl:232
diazepam,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,72.0,15.0,4,chembl:180,chembl:233
diazepam,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,72.0,81.0,4,chembl:180,chembl:234
diazepam,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,72.0,20.0,4,chembl:180,chembl:236
diazepam,alpha1/beta2/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,72.0,17.0,4,chembl:180,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,6.6,2,chembl:181,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,20.0,2,chembl:181,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,20.0,2,chembl:181,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,26.2,2,chembl:181,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,89.0,4,chembl:181,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,14.0,20.0,4,chembl:181,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,6.6,2,chembl:181,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,138.0,4,chembl:181,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,6.6,2,chembl:181,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,33.0,2,chembl:181,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Homo sapiens,Homo sapiens,14.0,20.0,1,chembl:181,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,True,Homo sapiens,Homo sapiens,14.0,115.0,4,chembl:181,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,508.0,4,chembl:181,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,35.0,4,chembl:181,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,177.0,4,chembl:181,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,22.0,2,chembl:181,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,True,False,Homo sapiens,Homo sapiens,14.0,212.67,4,chembl:181,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,14.0,20.0,3,chembl:181,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,14.0,7.0,4,chembl:181,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,14.0,39.0,4,chembl:181,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,14.0,15.0,4,chembl:181,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,14.0,81.0,4,chembl:181,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Rattus norvegicus,14.0,20.0,4,chembl:181,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Homo sapiens,Homo sapiens,14.0,17.0,3,chembl:181,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,157.0,6.6,4,chembl:184,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,157.0,20.0,4,chembl:184,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Efficacy,%,True,False,Homo sapiens,Homo sapiens,157.0,20.0,4,chembl:184,chembl:69
