drug_id,alpha1_composition,alpha2_composition,alpha1_source,alpha2_source,metric,unit,same_beta_gamma,same_reference_or_assay,alpha1_species,alpha2_species,alpha1_value,alpha2_value,tier,alpha1_evidence_id,alpha2_evidence_id
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,14.0,212.67,4,chembl:235,chembl:217
diazepam,alpha1,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,14.0,20.0,4,chembl:235,chembl:230
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,14.0,7.0,4,chembl:235,chembl:231
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,14.0,39.0,4,chembl:235,chembl:232
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,14.0,15.0,4,chembl:235,chembl:233
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Rattus norvegicus,14.0,81.0,4,chembl:235,chembl:234
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,Ki,nM,False,True,Rattus norvegicus,Rattus norvegicus,14.0,20.0,4,chembl:235,chembl:236
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,Ki,nM,False,False,Rattus norvegicus,Homo sapiens,14.0,17.0,4,chembl:235,chembl:253
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,6.6,4,chembl:237,chembl:40
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,20.0,4,chembl:237,chembl:64
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,20.0,4,chembl:237,chembl:69
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,26.2,4,chembl:237,chembl:76
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,89.0,4,chembl:237,chembl:77
diazepam,alpha1,alpha2/beta2/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10000.0,20.0,4,chembl:237,chembl:98
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,6.6,4,chembl:237,chembl:157
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,138.0,4,chembl:237,chembl:161
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,6.6,4,chembl:237,chembl:167
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,33.0,4,chembl:237,chembl:174
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,20.0,4,chembl:237,chembl:182
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,115.0,4,chembl:237,chembl:185
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,508.0,4,chembl:237,chembl:191
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,35.0,4,chembl:237,chembl:195
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,177.0,4,chembl:237,chembl:200
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,22.0,4,chembl:237,chembl:214
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,212.67,4,chembl:237,chembl:217
diazepam,alpha1,alpha2/beta2/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,20.0,4,chembl:237,chembl:230
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10000.0,7.0,4,chembl:237,chembl:231
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10000.0,39.0,4,chembl:237,chembl:232
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10000.0,15.0,4,chembl:237,chembl:233
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10000.0,81.0,4,chembl:237,chembl:234
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10000.0,20.0,4,chembl:237,chembl:236
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10000.0,17.0,4,chembl:237,chembl:253
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,6.6,4,chembl:238,chembl:40
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,20.0,4,chembl:238,chembl:64
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,20.0,4,chembl:238,chembl:69
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,26.2,4,chembl:238,chembl:76
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,89.0,4,chembl:238,chembl:77
diazepam,alpha1,alpha2/beta2/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10.6,20.0,4,chembl:238,chembl:98
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,6.6,4,chembl:238,chembl:157
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,138.0,4,chembl:238,chembl:161
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,6.6,4,chembl:238,chembl:167
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,33.0,4,chembl:238,chembl:174
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,20.0,4,chembl:238,chembl:182
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,115.0,4,chembl:238,chembl:185
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,508.0,4,chembl:238,chembl:191
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,35.0,4,chembl:238,chembl:195
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,177.0,4,chembl:238,chembl:200
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,22.0,4,chembl:238,chembl:214
diazepam,alpha1,alpha2/beta3/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,212.67,4,chembl:238,chembl:217
diazepam,alpha1,alpha2/beta2/gamma2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,20.0,4,chembl:238,chembl:230
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10.6,7.0,4,chembl:238,chembl:231
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10.6,39.0,4,chembl:238,chembl:232
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10.6,15.0,4,chembl:238,chembl:233
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10.6,81.0,4,chembl:238,chembl:234
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,10.6,20.0,4,chembl:238,chembl:236
diazepam,alpha1,alpha2,ChEMBL,ChEMBL,AC50,nM,False,False,Rattus norvegicus,Homo sapiens,10.6,17.0,4,chembl:238,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,6.6,4,chembl:239,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,20.0,4,chembl:239,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,20.0,4,chembl:239,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,26.2,4,chembl:239,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,89.0,4,chembl:239,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,98000.0,20.0,4,chembl:239,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,6.6,4,chembl:239,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,138.0,4,chembl:239,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,6.6,4,chembl:239,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,33.0,4,chembl:239,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,20.0,4,chembl:239,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,115.0,4,chembl:239,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,508.0,4,chembl:239,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,35.0,4,chembl:239,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,177.0,4,chembl:239,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,22.0,4,chembl:239,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,98000.0,212.67,4,chembl:239,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Homo sapiens,98000.0,20.0,4,chembl:239,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,98000.0,7.0,4,chembl:239,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,98000.0,39.0,4,chembl:239,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,98000.0,15.0,4,chembl:239,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,98000.0,81.0,4,chembl:239,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,98000.0,20.0,4,chembl:239,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Homo sapiens,98000.0,17.0,4,chembl:239,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,6.6,4,chembl:241,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,20.0,4,chembl:241,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,20.0,4,chembl:241,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,26.2,4,chembl:241,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,89.0,4,chembl:241,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,160000.0,20.0,4,chembl:241,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,6.6,4,chembl:241,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,138.0,4,chembl:241,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,6.6,4,chembl:241,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,33.0,4,chembl:241,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,20.0,4,chembl:241,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,115.0,4,chembl:241,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,508.0,4,chembl:241,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,35.0,4,chembl:241,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,177.0,4,chembl:241,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,22.0,4,chembl:241,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,EC50,nM,True,False,Rattus norvegicus,Homo sapiens,160000.0,212.67,4,chembl:241,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Homo sapiens,160000.0,20.0,4,chembl:241,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,160000.0,7.0,4,chembl:241,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,160000.0,39.0,4,chembl:241,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,160000.0,15.0,4,chembl:241,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,160000.0,81.0,4,chembl:241,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Rattus norvegicus,160000.0,20.0,4,chembl:241,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,EC50,nM,False,False,Rattus norvegicus,Homo sapiens,160000.0,17.0,4,chembl:241,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,6.6,4,chembl:243,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,20.0,4,chembl:243,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,20.0,4,chembl:243,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,26.2,4,chembl:243,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,89.0,4,chembl:243,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,160.0,20.0,4,chembl:243,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,6.6,4,chembl:243,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,138.0,4,chembl:243,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,6.6,4,chembl:243,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,33.0,4,chembl:243,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,20.0,4,chembl:243,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,115.0,4,chembl:243,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,508.0,4,chembl:243,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,35.0,4,chembl:243,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,177.0,4,chembl:243,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,22.0,4,chembl:243,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,160.0,212.67,4,chembl:243,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,160.0,20.0,4,chembl:243,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,160.0,7.0,4,chembl:243,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,160.0,39.0,4,chembl:243,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,160.0,15.0,4,chembl:243,chembl:233
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,160.0,81.0,4,chembl:243,chembl:234
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,160.0,20.0,4,chembl:243,chembl:236
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,160.0,17.0,4,chembl:243,chembl:253
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,6.6,4,chembl:244,chembl:40
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,20.0,4,chembl:244,chembl:64
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,20.0,4,chembl:244,chembl:69
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,26.2,4,chembl:244,chembl:76
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,89.0,4,chembl:244,chembl:77
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,150.0,20.0,4,chembl:244,chembl:98
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,6.6,4,chembl:244,chembl:157
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,138.0,4,chembl:244,chembl:161
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,6.6,4,chembl:244,chembl:167
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,33.0,4,chembl:244,chembl:174
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,20.0,4,chembl:244,chembl:182
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,115.0,4,chembl:244,chembl:185
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,508.0,4,chembl:244,chembl:191
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,35.0,4,chembl:244,chembl:195
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,177.0,4,chembl:244,chembl:200
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,22.0,4,chembl:244,chembl:214
diazepam,alpha1/beta3/gamma2,alpha2/beta3/gamma2,ChEMBL,ChEMBL,Activity,%,True,False,Rattus norvegicus,Homo sapiens,150.0,212.67,4,chembl:244,chembl:217
diazepam,alpha1/beta3/gamma2,alpha2/beta2/gamma2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Homo sapiens,150.0,20.0,4,chembl:244,chembl:230
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,150.0,7.0,4,chembl:244,chembl:231
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,150.0,39.0,4,chembl:244,chembl:232
diazepam,alpha1/beta3/gamma2,alpha2,ChEMBL,ChEMBL,Activity,%,False,False,Rattus norvegicus,Rattus norvegicus,150.0,15.0,4,chembl:244,chembl:233
