drug_id,alpha1_beta3_gamma2,alpha1_beta3_gamma2,alpha1_beta3_gamma2,alpha2_beta3_gamma2,alpha2_beta3_gamma2,alpha2_beta3_gamma2,alpha2_beta3_gamma2
,Activity,Efficacy,Ki,Activity,EC50,Efficacy,Ki
diazepam,2.0,5.0,8.0,3.0,1.0,3.0,9.0
triazolam,0.0,0.0,1.0,0.0,0.0,0.0,1.0
zaleplon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zolpidem,0.0,2.0,7.0,0.0,0.0,2.0,7.0
