drug,receptor_block,seed,source_file,snapshot_file,sha256,docking_manifest_sha256,archive_member_sha256,n_models,n_result_records,n_valid_records,expected_n_poses,n_issues,file_status
clonazepam,alpha1,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,data/pdbqt/clonazepam/alpha1/2026091905/poses.pdbqt,6d592d594373ff97844c50079ae3be676c87febd0aa4200bce43e8a92108a3a0,6d592d594373ff97844c50079ae3be676c87febd0aa4200bce43e8a92108a3a0,6d592d594373ff97844c50079ae3be676c87febd0aa4200bce43e8a92108a3a0,9,9,9,9,0,ok
clonazepam,alpha2,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,data/pdbqt/clonazepam/alpha2/2026091901/poses.pdbqt,4ab413d848be0bf9e4e4b62ee33e72325bf919345262155d3563c6e734d8e2f4,4ab413d848be0bf9e4e4b62ee33e72325bf919345262155d3563c6e734d8e2f4,4ab413d848be0bf9e4e4b62ee33e72325bf919345262155d3563c6e734d8e2f4,9,9,9,9,0,ok
clonazepam,alpha2,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,data/pdbqt/clonazepam/alpha2/2026091902/poses.pdbqt,7b8ad39aa8701a04faf0d4437e0c5b917a1764ce210207b259156a11eadb1885,7b8ad39aa8701a04faf0d4437e0c5b917a1764ce210207b259156a11eadb1885,7b8ad39aa8701a04faf0d4437e0c5b917a1764ce210207b259156a11eadb1885,9,9,9,9,0,ok
clonazepam,alpha2,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,data/pdbqt/clonazepam/alpha2/2026091903/poses.pdbqt,a53525528940e76ae69fa46534704aa0ffeeb855de912b7aa9cc332d59ac6d0a,a53525528940e76ae69fa46534704aa0ffeeb855de912b7aa9cc332d59ac6d0a,a53525528940e76ae69fa46534704aa0ffeeb855de912b7aa9cc332d59ac6d0a,9,9,9,9,0,ok
clonazepam,alpha2,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,data/pdbqt/clonazepam/alpha2/2026091904/poses.pdbqt,f95f2146cbed33b54af50104e7505b58b9501dfbd2928dd1a5cd2cb0ebdf9fe8,f95f2146cbed33b54af50104e7505b58b9501dfbd2928dd1a5cd2cb0ebdf9fe8,f95f2146cbed33b54af50104e7505b58b9501dfbd2928dd1a5cd2cb0ebdf9fe8,9,9,9,9,0,ok
clonazepam,alpha2,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,data/pdbqt/clonazepam/alpha2/2026091905/poses.pdbqt,1376cac8bb01d2075f30ecb2ce9e3e96481127081c5bbad1b10edc5a237360c8,1376cac8bb01d2075f30ecb2ce9e3e96481127081c5bbad1b10edc5a237360c8,1376cac8bb01d2075f30ecb2ce9e3e96481127081c5bbad1b10edc5a237360c8,9,9,9,9,0,ok
midazolam,alpha1,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,data/pdbqt/midazolam/alpha1/2026091901/poses.pdbqt,b6ec1b1872f0bb9e6cbd6c848d8f6cadcdb145a2f9cecf915d23331c383552bf,b6ec1b1872f0bb9e6cbd6c848d8f6cadcdb145a2f9cecf915d23331c383552bf,b6ec1b1872f0bb9e6cbd6c848d8f6cadcdb145a2f9cecf915d23331c383552bf,7,7,7,7,0,ok
midazolam,alpha1,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,data/pdbqt/midazolam/alpha1/2026091902/poses.pdbqt,4fb58dc31b2e8e1662985265b9eea0a179d2ff3b166dd0e0aa79ea49c3305d9e,4fb58dc31b2e8e1662985265b9eea0a179d2ff3b166dd0e0aa79ea49c3305d9e,4fb58dc31b2e8e1662985265b9eea0a179d2ff3b166dd0e0aa79ea49c3305d9e,9,9,9,9,0,ok
midazolam,alpha1,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,data/pdbqt/midazolam/alpha1/2026091903/poses.pdbqt,7696b46674285ee62fdb83f100976183f5bdc05fc9ea0979e58a84044103eecc,7696b46674285ee62fdb83f100976183f5bdc05fc9ea0979e58a84044103eecc,7696b46674285ee62fdb83f100976183f5bdc05fc9ea0979e58a84044103eecc,9,9,9,9,0,ok
midazolam,alpha1,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091904/poses.pdbqt,data/pdbqt/midazolam/alpha1/2026091904/poses.pdbqt,35c3e0b77228924a5365c3cd19b90ad77591a08dd1481678550b74dcce202b11,35c3e0b77228924a5365c3cd19b90ad77591a08dd1481678550b74dcce202b11,35c3e0b77228924a5365c3cd19b90ad77591a08dd1481678550b74dcce202b11,9,9,9,9,0,ok
midazolam,alpha1,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091905/poses.pdbqt,data/pdbqt/midazolam/alpha1/2026091905/poses.pdbqt,b9b37dd1646d694df5bef975c95f36a4f30c780ca9bbb5204be15a8f655f6d47,b9b37dd1646d694df5bef975c95f36a4f30c780ca9bbb5204be15a8f655f6d47,b9b37dd1646d694df5bef975c95f36a4f30c780ca9bbb5204be15a8f655f6d47,9,9,9,9,0,ok
midazolam,alpha2,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha2/2026091901/poses.pdbqt,data/pdbqt/midazolam/alpha2/2026091901/poses.pdbqt,c13e220351bb608803dc2dd8e5ec9d5b21c9bc4e76f1151a2c89e4f2f7acfd1a,c13e220351bb608803dc2dd8e5ec9d5b21c9bc4e76f1151a2c89e4f2f7acfd1a,c13e220351bb608803dc2dd8e5ec9d5b21c9bc4e76f1151a2c89e4f2f7acfd1a,9,9,9,9,0,ok
midazolam,alpha2,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha2/2026091902/poses.pdbqt,data/pdbqt/midazolam/alpha2/2026091902/poses.pdbqt,2a3d3c53ce8858d6b47b7f4c76ba9e9d159c2931456db814cbbb8140dd87fd9a,2a3d3c53ce8858d6b47b7f4c76ba9e9d159c2931456db814cbbb8140dd87fd9a,2a3d3c53ce8858d6b47b7f4c76ba9e9d159c2931456db814cbbb8140dd87fd9a,9,9,9,9,0,ok
midazolam,alpha2,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha2/2026091903/poses.pdbqt,data/pdbqt/midazolam/alpha2/2026091903/poses.pdbqt,c8babbf8e04079e1a2161595dd273aecde06ef6482042eea6cf3a38989bbf115,c8babbf8e04079e1a2161595dd273aecde06ef6482042eea6cf3a38989bbf115,c8babbf8e04079e1a2161595dd273aecde06ef6482042eea6cf3a38989bbf115,9,9,9,9,0,ok
midazolam,alpha2,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha2/2026091904/poses.pdbqt,data/pdbqt/midazolam/alpha2/2026091904/poses.pdbqt,76eeeeb2217acdc475984ab579a32efe8fe331854aab7648bddcadabed25d171,76eeeeb2217acdc475984ab579a32efe8fe331854aab7648bddcadabed25d171,76eeeeb2217acdc475984ab579a32efe8fe331854aab7648bddcadabed25d171,9,9,9,9,0,ok
midazolam,alpha2,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha2/2026091905/poses.pdbqt,data/pdbqt/midazolam/alpha2/2026091905/poses.pdbqt,db65dd5c57b2a6e4dbe2bfa2c9170a83cc7e88b58ba16f53bfda4bd2f6799dea,db65dd5c57b2a6e4dbe2bfa2c9170a83cc7e88b58ba16f53bfda4bd2f6799dea,db65dd5c57b2a6e4dbe2bfa2c9170a83cc7e88b58ba16f53bfda4bd2f6799dea,9,9,9,9,0,ok
temazepam,alpha1,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091901/poses.pdbqt,data/pdbqt/temazepam/alpha1/2026091901/poses.pdbqt,a6d78aaf9adb2d5a3e5ab637a72837224a26fba6d9cf6b510a1aecb8a0a4c4cc,a6d78aaf9adb2d5a3e5ab637a72837224a26fba6d9cf6b510a1aecb8a0a4c4cc,a6d78aaf9adb2d5a3e5ab637a72837224a26fba6d9cf6b510a1aecb8a0a4c4cc,9,9,9,9,0,ok
temazepam,alpha1,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091902/poses.pdbqt,data/pdbqt/temazepam/alpha1/2026091902/poses.pdbqt,f0345407e3091e5696391b86ca78cc2d1503c661367a0201f9fcecf06607f143,f0345407e3091e5696391b86ca78cc2d1503c661367a0201f9fcecf06607f143,f0345407e3091e5696391b86ca78cc2d1503c661367a0201f9fcecf06607f143,9,9,9,9,0,ok
temazepam,alpha1,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091903/poses.pdbqt,data/pdbqt/temazepam/alpha1/2026091903/poses.pdbqt,c2bcff0aca3c2fe5a1dc4d270d58b3dd188daf8865493e4eb713aae9a3b05570,c2bcff0aca3c2fe5a1dc4d270d58b3dd188daf8865493e4eb713aae9a3b05570,c2bcff0aca3c2fe5a1dc4d270d58b3dd188daf8865493e4eb713aae9a3b05570,9,9,9,9,0,ok
temazepam,alpha1,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091904/poses.pdbqt,data/pdbqt/temazepam/alpha1/2026091904/poses.pdbqt,0aae11b8d83fcea7c70cb4ec7488bf94fe02c907a22fdce5217bccab5ab699f2,0aae11b8d83fcea7c70cb4ec7488bf94fe02c907a22fdce5217bccab5ab699f2,0aae11b8d83fcea7c70cb4ec7488bf94fe02c907a22fdce5217bccab5ab699f2,9,9,9,9,0,ok
temazepam,alpha1,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha1/2026091905/poses.pdbqt,data/pdbqt/temazepam/alpha1/2026091905/poses.pdbqt,0b4d02ac415e8fd808d604480b948e25f8cea826ce49532813bd482760ec5052,0b4d02ac415e8fd808d604480b948e25f8cea826ce49532813bd482760ec5052,0b4d02ac415e8fd808d604480b948e25f8cea826ce49532813bd482760ec5052,9,9,9,9,0,ok
temazepam,alpha2,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091901/poses.pdbqt,data/pdbqt/temazepam/alpha2/2026091901/poses.pdbqt,473c19d95d207db3fb64a9be21b920c5aabcd9ad09814716b28ae699750e278c,473c19d95d207db3fb64a9be21b920c5aabcd9ad09814716b28ae699750e278c,473c19d95d207db3fb64a9be21b920c5aabcd9ad09814716b28ae699750e278c,9,9,9,9,0,ok
temazepam,alpha2,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091902/poses.pdbqt,data/pdbqt/temazepam/alpha2/2026091902/poses.pdbqt,c8fe20e250ef7e90a4a59833cd2f865f7233d849545bdf620f791a5f0c8015f1,c8fe20e250ef7e90a4a59833cd2f865f7233d849545bdf620f791a5f0c8015f1,c8fe20e250ef7e90a4a59833cd2f865f7233d849545bdf620f791a5f0c8015f1,9,9,9,9,0,ok
temazepam,alpha2,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091903/poses.pdbqt,data/pdbqt/temazepam/alpha2/2026091903/poses.pdbqt,92feb2ccd96bb71f4a318721e25d97fe497a090b1e0dd13a4b13b03052b72614,92feb2ccd96bb71f4a318721e25d97fe497a090b1e0dd13a4b13b03052b72614,92feb2ccd96bb71f4a318721e25d97fe497a090b1e0dd13a4b13b03052b72614,9,9,9,9,0,ok
temazepam,alpha2,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091904/poses.pdbqt,data/pdbqt/temazepam/alpha2/2026091904/poses.pdbqt,00ba1d490e77e539ba1d830b7cc7daaf5baf9e2a557cfcc1e092e92e782b65af,00ba1d490e77e539ba1d830b7cc7daaf5baf9e2a557cfcc1e092e92e782b65af,00ba1d490e77e539ba1d830b7cc7daaf5baf9e2a557cfcc1e092e92e782b65af,9,9,9,9,0,ok
temazepam,alpha2,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/temazepam.tar.gz::temazepam/alpha2/2026091905/poses.pdbqt,data/pdbqt/temazepam/alpha2/2026091905/poses.pdbqt,4d7e19251eb09ab2125650a558c5dab4df30966ae319d903ece085104475268c,4d7e19251eb09ab2125650a558c5dab4df30966ae319d903ece085104475268c,4d7e19251eb09ab2125650a558c5dab4df30966ae319d903ece085104475268c,9,9,9,9,0,ok
zopiclone,alpha1,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091901/poses.pdbqt,data/pdbqt/zopiclone/alpha1/2026091901/poses.pdbqt,8ebf30ee78a28a24d976c9b80a346c2092cb718eafc7123ad70c02e63d4f6b89,8ebf30ee78a28a24d976c9b80a346c2092cb718eafc7123ad70c02e63d4f6b89,8ebf30ee78a28a24d976c9b80a346c2092cb718eafc7123ad70c02e63d4f6b89,9,9,9,9,0,ok
zopiclone,alpha1,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091902/poses.pdbqt,data/pdbqt/zopiclone/alpha1/2026091902/poses.pdbqt,16f3385938ae3d0e5bec05cf4365eae24ecbb7c0bef0f1469086e6662b18af0e,16f3385938ae3d0e5bec05cf4365eae24ecbb7c0bef0f1469086e6662b18af0e,16f3385938ae3d0e5bec05cf4365eae24ecbb7c0bef0f1469086e6662b18af0e,9,9,9,9,0,ok
zopiclone,alpha1,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091903/poses.pdbqt,data/pdbqt/zopiclone/alpha1/2026091903/poses.pdbqt,0565f5778366ae3b2497c9c3baddac1d53e5d264921a529aa68c42d8763c9520,0565f5778366ae3b2497c9c3baddac1d53e5d264921a529aa68c42d8763c9520,0565f5778366ae3b2497c9c3baddac1d53e5d264921a529aa68c42d8763c9520,9,9,9,9,0,ok
zopiclone,alpha1,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091904/poses.pdbqt,data/pdbqt/zopiclone/alpha1/2026091904/poses.pdbqt,6120bd67f97099980f7d35fed41783e6302e7c04d1122e7ff2acf1b458d55891,6120bd67f97099980f7d35fed41783e6302e7c04d1122e7ff2acf1b458d55891,6120bd67f97099980f7d35fed41783e6302e7c04d1122e7ff2acf1b458d55891,9,9,9,9,0,ok
zopiclone,alpha1,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha1/2026091905/poses.pdbqt,data/pdbqt/zopiclone/alpha1/2026091905/poses.pdbqt,e0737d362291acaa6a12414b2169b6e110e2a96e9a98894bc3222a6b8bb9e044,e0737d362291acaa6a12414b2169b6e110e2a96e9a98894bc3222a6b8bb9e044,e0737d362291acaa6a12414b2169b6e110e2a96e9a98894bc3222a6b8bb9e044,9,9,9,9,0,ok
zopiclone,alpha2,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091901/poses.pdbqt,data/pdbqt/zopiclone/alpha2/2026091901/poses.pdbqt,efabf23258d4c1fe37fc69a7a6653b8a2b9fbbfdad079141d03f81f65c164b49,efabf23258d4c1fe37fc69a7a6653b8a2b9fbbfdad079141d03f81f65c164b49,efabf23258d4c1fe37fc69a7a6653b8a2b9fbbfdad079141d03f81f65c164b49,9,9,9,9,0,ok
zopiclone,alpha2,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091902/poses.pdbqt,data/pdbqt/zopiclone/alpha2/2026091902/poses.pdbqt,74c31df1744a72d7101be39402567253091bfbbe643218a93d2178ff3a8d2b71,74c31df1744a72d7101be39402567253091bfbbe643218a93d2178ff3a8d2b71,74c31df1744a72d7101be39402567253091bfbbe643218a93d2178ff3a8d2b71,9,9,9,9,0,ok
zopiclone,alpha2,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091903/poses.pdbqt,data/pdbqt/zopiclone/alpha2/2026091903/poses.pdbqt,4b77cb2dd26dc8f3c98d70afc4c42d9bfb5b75f17112aec3b7464393f9fb269a,4b77cb2dd26dc8f3c98d70afc4c42d9bfb5b75f17112aec3b7464393f9fb269a,4b77cb2dd26dc8f3c98d70afc4c42d9bfb5b75f17112aec3b7464393f9fb269a,9,9,9,9,0,ok
zopiclone,alpha2,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091904/poses.pdbqt,data/pdbqt/zopiclone/alpha2/2026091904/poses.pdbqt,944e5783b852c068a4ea5b7b518fe2c72cde08c7565e88e86158d4610eff3105,944e5783b852c068a4ea5b7b518fe2c72cde08c7565e88e86158d4610eff3105,944e5783b852c068a4ea5b7b518fe2c72cde08c7565e88e86158d4610eff3105,9,9,9,9,0,ok
zopiclone,alpha2,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zopiclone.tar.gz::zopiclone/alpha2/2026091905/poses.pdbqt,data/pdbqt/zopiclone/alpha2/2026091905/poses.pdbqt,b45a84a3f8f1d7c6743d924bbb7d610d6b7dcdffd57a60478c615734006c2d7a,b45a84a3f8f1d7c6743d924bbb7d610d6b7dcdffd57a60478c615734006c2d7a,b45a84a3f8f1d7c6743d924bbb7d610d6b7dcdffd57a60478c615734006c2d7a,9,9,9,9,0,ok
zaleplon,alpha1,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091901/poses.pdbqt,data/pdbqt/zaleplon/alpha1/2026091901/poses.pdbqt,517fce2c8d27ec60ea290047c5a142ce14e9c460b5c5bb5317be8464b69eb7dd,517fce2c8d27ec60ea290047c5a142ce14e9c460b5c5bb5317be8464b69eb7dd,517fce2c8d27ec60ea290047c5a142ce14e9c460b5c5bb5317be8464b69eb7dd,9,9,9,9,0,ok
zaleplon,alpha1,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091902/poses.pdbqt,data/pdbqt/zaleplon/alpha1/2026091902/poses.pdbqt,c497bc2b5fc7b948ba7d4c1a0ad7bf1140d338d17761ecff3571d9d5c2600507,c497bc2b5fc7b948ba7d4c1a0ad7bf1140d338d17761ecff3571d9d5c2600507,c497bc2b5fc7b948ba7d4c1a0ad7bf1140d338d17761ecff3571d9d5c2600507,9,9,9,9,0,ok
zaleplon,alpha1,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091903/poses.pdbqt,data/pdbqt/zaleplon/alpha1/2026091903/poses.pdbqt,adf1566b494673f095b6285f16f99d2a6787aca707f04691c0ebab688872ad21,adf1566b494673f095b6285f16f99d2a6787aca707f04691c0ebab688872ad21,adf1566b494673f095b6285f16f99d2a6787aca707f04691c0ebab688872ad21,9,9,9,9,0,ok
zaleplon,alpha1,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091904/poses.pdbqt,data/pdbqt/zaleplon/alpha1/2026091904/poses.pdbqt,db733a84be7f0dc722423a7037c6051eac7744c8ca9fe16f9ffdf2203867be1a,db733a84be7f0dc722423a7037c6051eac7744c8ca9fe16f9ffdf2203867be1a,db733a84be7f0dc722423a7037c6051eac7744c8ca9fe16f9ffdf2203867be1a,9,9,9,9,0,ok
zaleplon,alpha1,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha1/2026091905/poses.pdbqt,data/pdbqt/zaleplon/alpha1/2026091905/poses.pdbqt,fcc580d9e9f38929a4692ca002ec5cef789bb2cedfc0790fd6fa98cd4f84a16c,fcc580d9e9f38929a4692ca002ec5cef789bb2cedfc0790fd6fa98cd4f84a16c,fcc580d9e9f38929a4692ca002ec5cef789bb2cedfc0790fd6fa98cd4f84a16c,9,9,9,9,0,ok
zaleplon,alpha2,2026091901,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091901/poses.pdbqt,data/pdbqt/zaleplon/alpha2/2026091901/poses.pdbqt,ef370b63972a00d633b37032180a4a9c6cb26348d2e35ac1ea3633d530ef2f88,ef370b63972a00d633b37032180a4a9c6cb26348d2e35ac1ea3633d530ef2f88,ef370b63972a00d633b37032180a4a9c6cb26348d2e35ac1ea3633d530ef2f88,9,9,9,9,0,ok
zaleplon,alpha2,2026091902,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091902/poses.pdbqt,data/pdbqt/zaleplon/alpha2/2026091902/poses.pdbqt,635a525c7250fbf2b73d5af13d946c0560983e03260cc8c484e0c2db6e1c45b3,635a525c7250fbf2b73d5af13d946c0560983e03260cc8c484e0c2db6e1c45b3,635a525c7250fbf2b73d5af13d946c0560983e03260cc8c484e0c2db6e1c45b3,9,9,9,9,0,ok
zaleplon,alpha2,2026091903,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091903/poses.pdbqt,data/pdbqt/zaleplon/alpha2/2026091903/poses.pdbqt,78054a3661da4fd28750026c0c33e6d5377778c11ca71e4f14670b9415eaf0a5,78054a3661da4fd28750026c0c33e6d5377778c11ca71e4f14670b9415eaf0a5,78054a3661da4fd28750026c0c33e6d5377778c11ca71e4f14670b9415eaf0a5,9,9,9,9,0,ok
zaleplon,alpha2,2026091904,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091904/poses.pdbqt,data/pdbqt/zaleplon/alpha2/2026091904/poses.pdbqt,b26e889284fbb727a49943b4519536c93e70514d00494423bbcfe26f6f217198,b26e889284fbb727a49943b4519536c93e70514d00494423bbcfe26f6f217198,b26e889284fbb727a49943b4519536c93e70514d00494423bbcfe26f6f217198,9,9,9,9,0,ok
zaleplon,alpha2,2026091905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/zaleplon.tar.gz::zaleplon/alpha2/2026091905/poses.pdbqt,data/pdbqt/zaleplon/alpha2/2026091905/poses.pdbqt,8f9ad47dc66325a2759f39300d154b75d634da090b2cdcb1ee96e195cd8a3eec,8f9ad47dc66325a2759f39300d154b75d634da090b2cdcb1ee96e195cd8a3eec,8f9ad47dc66325a2759f39300d154b75d634da090b2cdcb1ee96e195cd8a3eec,9,9,9,9,0,ok
