drug,receptor_block,seed,pose_rank,vina_score_kcal_mol,rmsd_lb,rmsd_ub,source_file,line_number,record_index,record_status,raw_record
clonazepam,alpha1,2026091902,4,-8.215,3.238,6.414,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091902/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -8.215      3.238      6.414
clonazepam,alpha1,2026091902,5,-8.11,2.956,5.873,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091902/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -8.110      2.956      5.873
clonazepam,alpha1,2026091902,6,-7.246,2.402,5.242,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091902/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -7.246      2.402      5.242
clonazepam,alpha1,2026091902,7,-7.155,4.278,6.969,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091902/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -7.155      4.278      6.969
clonazepam,alpha1,2026091902,8,-6.929,4.208,6.45,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091902/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.929      4.208      6.450
clonazepam,alpha1,2026091902,9,-6.854,4.017,7.366,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091902/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.854      4.017      7.366
clonazepam,alpha1,2026091903,1,-9.485,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.485      0.000      0.000
clonazepam,alpha1,2026091903,2,-8.937,3.435,6.05,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -8.937      3.435      6.050
clonazepam,alpha1,2026091903,3,-8.935,3.507,5.698,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -8.935      3.507      5.698
clonazepam,alpha1,2026091903,4,-8.662,1.735,2.165,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -8.662      1.735      2.165
clonazepam,alpha1,2026091903,5,-8.232,2.901,5.816,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -8.232      2.901      5.816
clonazepam,alpha1,2026091903,6,-8.166,3.243,6.415,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -8.166      3.243      6.415
clonazepam,alpha1,2026091903,7,-7.352,1.637,2.193,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -7.352      1.637      2.193
clonazepam,alpha1,2026091903,8,-6.905,4.184,6.427,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.905      4.184      6.427
clonazepam,alpha1,2026091903,9,-6.79,4.591,6.375,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091903/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.790      4.591      6.375
clonazepam,alpha1,2026091904,1,-9.502,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.502      0.000      0.000
clonazepam,alpha1,2026091904,2,-8.988,3.403,6.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -8.988      3.403      6.000
clonazepam,alpha1,2026091904,3,-8.095,2.887,5.797,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -8.095      2.887      5.797
clonazepam,alpha1,2026091904,4,-7.433,1.548,2.073,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -7.433      1.548      2.073
clonazepam,alpha1,2026091904,5,-7.218,2.317,5.154,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -7.218      2.317      5.154
clonazepam,alpha1,2026091904,6,-7.159,4.237,6.905,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -7.159      4.237      6.905
clonazepam,alpha1,2026091904,7,-6.938,4.195,6.434,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.938      4.195      6.434
clonazepam,alpha1,2026091904,8,-6.862,4.144,7.479,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.862      4.144      7.479
clonazepam,alpha1,2026091904,9,-6.517,3.838,6.531,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091904/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.517      3.838      6.531
clonazepam,alpha1,2026091905,1,-9.503,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -9.503      0.000      0.000
clonazepam,alpha1,2026091905,2,-9.092,1.655,1.99,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -9.092      1.655      1.990
clonazepam,alpha1,2026091905,3,-8.989,3.41,6.022,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -8.989      3.410      6.022
clonazepam,alpha1,2026091905,4,-8.179,3.237,6.408,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -8.179      3.237      6.408
clonazepam,alpha1,2026091905,5,-7.928,2.982,5.869,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -7.928      2.982      5.869
clonazepam,alpha1,2026091905,6,-7.443,1.511,2.019,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -7.443      1.511      2.019
clonazepam,alpha1,2026091905,7,-6.961,4.174,6.411,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.961      4.174      6.411
clonazepam,alpha1,2026091905,8,-6.91,3.329,4.714,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.910      3.329      4.714
clonazepam,alpha1,2026091905,9,-6.887,3.986,7.327,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha1/2026091905/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.887      3.986      7.327
clonazepam,alpha2,2026091901,1,-6.875,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.875      0.000      0.000
clonazepam,alpha2,2026091901,2,-6.813,2.643,4.714,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.813      2.643      4.714
clonazepam,alpha2,2026091901,3,-6.762,3.577,4.707,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.762      3.577      4.707
clonazepam,alpha2,2026091901,4,-6.723,3.715,5.73,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.723      3.715      5.730
clonazepam,alpha2,2026091901,5,-6.637,2.881,5.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.637      2.881      5.000
clonazepam,alpha2,2026091901,6,-6.554,3.452,5.493,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.554      3.452      5.493
clonazepam,alpha2,2026091901,7,-6.518,3.187,4.952,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.518      3.187      4.952
clonazepam,alpha2,2026091901,8,-6.465,2.228,2.544,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.465      2.228      2.544
clonazepam,alpha2,2026091901,9,-6.419,2.582,5.514,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091901/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.419      2.582      5.514
clonazepam,alpha2,2026091902,1,-6.873,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.873      0.000      0.000
clonazepam,alpha2,2026091902,2,-6.845,4.227,7.995,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.845      4.227      7.995
clonazepam,alpha2,2026091902,3,-6.789,2.631,4.685,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.789      2.631      4.685
clonazepam,alpha2,2026091902,4,-6.717,3.564,4.683,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.717      3.564      4.683
clonazepam,alpha2,2026091902,5,-6.692,3.752,5.731,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.692      3.752      5.731
clonazepam,alpha2,2026091902,6,-6.63,2.227,2.62,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.630      2.227      2.620
clonazepam,alpha2,2026091902,7,-6.501,3.191,4.935,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.501      3.191      4.935
clonazepam,alpha2,2026091902,8,-6.335,3.079,4.382,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.335      3.079      4.382
clonazepam,alpha2,2026091902,9,-6.176,2.742,3.514,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091902/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.176      2.742      3.514
clonazepam,alpha2,2026091903,1,-6.879,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.879      0.000      0.000
clonazepam,alpha2,2026091903,2,-6.84,4.17,7.954,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.840      4.170      7.954
clonazepam,alpha2,2026091903,3,-6.719,3.724,5.715,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.719      3.724      5.715
clonazepam,alpha2,2026091903,4,-6.61,2.88,4.684,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.610      2.880      4.684
clonazepam,alpha2,2026091903,5,-6.586,3.497,4.66,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.586      3.497      4.660
clonazepam,alpha2,2026091903,6,-6.498,2.141,2.451,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.498      2.141      2.451
clonazepam,alpha2,2026091903,7,-6.497,3.179,4.941,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.497      3.179      4.941
clonazepam,alpha2,2026091903,8,-6.402,2.892,4.957,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.402      2.892      4.957
clonazepam,alpha2,2026091903,9,-6.222,2.951,4.023,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091903/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.222      2.951      4.023
clonazepam,alpha2,2026091904,1,-6.87,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.870      0.000      0.000
clonazepam,alpha2,2026091904,2,-6.819,4.158,7.929,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.819      4.158      7.929
clonazepam,alpha2,2026091904,3,-6.719,3.767,5.741,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.719      3.767      5.741
clonazepam,alpha2,2026091904,4,-6.525,3.004,4.844,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.525      3.004      4.844
clonazepam,alpha2,2026091904,5,-6.516,3.203,4.985,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.516      3.203      4.985
clonazepam,alpha2,2026091904,6,-6.477,2.958,5.715,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.477      2.958      5.715
clonazepam,alpha2,2026091904,7,-6.362,2.912,4.97,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.362      2.912      4.970
clonazepam,alpha2,2026091904,8,-6.151,2.638,4.538,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.151      2.638      4.538
clonazepam,alpha2,2026091904,9,-6.141,3.228,5.002,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091904/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.141      3.228      5.002
clonazepam,alpha2,2026091905,1,-6.871,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.871      0.000      0.000
clonazepam,alpha2,2026091905,2,-6.764,2.635,4.679,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.764      2.635      4.679
clonazepam,alpha2,2026091905,3,-6.75,3.751,5.768,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.750      3.751      5.768
clonazepam,alpha2,2026091905,4,-6.647,2.891,5.001,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.647      2.891      5.001
clonazepam,alpha2,2026091905,5,-6.633,2.233,2.638,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.633      2.233      2.638
clonazepam,alpha2,2026091905,6,-6.625,3.429,4.61,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.625      3.429      4.610
clonazepam,alpha2,2026091905,7,-6.379,2.667,3.084,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.379      2.667      3.084
clonazepam,alpha2,2026091905,8,-6.355,2.255,2.67,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.355      2.255      2.670
clonazepam,alpha2,2026091905,9,-6.242,3.066,4.606,runs/20260919_0724_10drug_standardized_redocking/raw/archives/clonazepam.tar.gz::clonazepam/alpha2/2026091905/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.242      3.066      4.606
midazolam,alpha1,2026091901,1,-10.754,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.754      0.000      0.000
midazolam,alpha1,2026091901,2,-10.098,2.944,6.221,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,41,2,valid,REMARK VINA RESULT:   -10.098      2.944      6.221
midazolam,alpha1,2026091901,3,-9.71,2.377,3.682,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -9.710      2.377      3.682
midazolam,alpha1,2026091901,4,-8.556,2.32,4.708,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -8.556      2.320      4.708
midazolam,alpha1,2026091901,5,-8.298,2.998,5.915,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -8.298      2.998      5.915
midazolam,alpha1,2026091901,6,-6.965,4.676,7.912,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -6.965      4.676      7.912
midazolam,alpha1,2026091901,7,-6.883,4.956,7.196,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091901/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -6.883      4.956      7.196
midazolam,alpha1,2026091902,1,-10.754,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.754      0.000      0.000
midazolam,alpha1,2026091902,2,-10.116,2.946,6.226,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,41,2,valid,REMARK VINA RESULT:   -10.116      2.946      6.226
midazolam,alpha1,2026091902,3,-9.707,2.367,3.662,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -9.707      2.367      3.662
midazolam,alpha1,2026091902,4,-9.434,2.451,3.642,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -9.434      2.451      3.642
midazolam,alpha1,2026091902,5,-8.881,2.973,5.297,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -8.881      2.973      5.297
midazolam,alpha1,2026091902,6,-8.564,2.315,4.71,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -8.564      2.315      4.710
midazolam,alpha1,2026091902,7,-7.262,4.17,6.575,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -7.262      4.170      6.575
midazolam,alpha1,2026091902,8,-6.941,4.432,6.243,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -6.941      4.432      6.243
midazolam,alpha1,2026091902,9,-6.875,4.976,7.24,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091902/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -6.875      4.976      7.240
midazolam,alpha1,2026091903,1,-10.745,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.745      0.000      0.000
midazolam,alpha1,2026091903,2,-10.104,2.947,6.228,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,41,2,valid,REMARK VINA RESULT:   -10.104      2.947      6.228
midazolam,alpha1,2026091903,3,-9.684,2.373,3.663,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -9.684      2.373      3.663
midazolam,alpha1,2026091903,4,-8.889,2.963,5.302,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -8.889      2.963      5.302
midazolam,alpha1,2026091903,5,-8.718,1.171,1.556,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -8.718      1.171      1.556
midazolam,alpha1,2026091903,6,-8.399,2.673,4.397,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,197,6,valid,REMARK VINA RESULT:    -8.399      2.673      4.397
midazolam,alpha1,2026091903,7,-7.375,2.958,5.924,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,236,7,valid,REMARK VINA RESULT:    -7.375      2.958      5.924
midazolam,alpha1,2026091903,8,-6.866,4.975,7.234,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,275,8,valid,REMARK VINA RESULT:    -6.866      4.975      7.234
midazolam,alpha1,2026091903,9,-6.776,4.407,7.527,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091903/poses.pdbqt,314,9,valid,REMARK VINA RESULT:    -6.776      4.407      7.527
midazolam,alpha1,2026091904,1,-10.753,0.0,0.0,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.753      0.000      0.000
midazolam,alpha1,2026091904,2,-10.094,2.957,6.229,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091904/poses.pdbqt,41,2,valid,REMARK VINA RESULT:   -10.094      2.957      6.229
midazolam,alpha1,2026091904,3,-9.713,2.371,3.662,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091904/poses.pdbqt,80,3,valid,REMARK VINA RESULT:    -9.713      2.371      3.662
midazolam,alpha1,2026091904,4,-9.448,2.294,3.348,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091904/poses.pdbqt,119,4,valid,REMARK VINA RESULT:    -9.448      2.294      3.348
midazolam,alpha1,2026091904,5,-8.874,2.971,5.299,runs/20260919_0724_10drug_standardized_redocking/raw/archives/midazolam.tar.gz::midazolam/alpha1/2026091904/poses.pdbqt,158,5,valid,REMARK VINA RESULT:    -8.874      2.971      5.299
