drug_id,receptor,seed,started_at,finished_at,returncode,n_poses,status,receptor_sha256,ligand_sha256,command,output_sha256
diazepam,alpha1,2026091901,2026-09-19T07:26:27.524165+09:00,2026-09-19T07:26:33.597314+09:00,0,9,success,1089f81e8bbc900a2522d34c5ed65a11c35f3c8046954386dafde623056a806a,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha1.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha1/2026091901/poses.pdbqt"", ""--center_x"", ""117.44499969482422"", ""--center_y"", ""157.46474990844726"", ""--center_z"", ""110.48740043640137"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091901""]",7c721834305bf82efd117d7106c6be989dc14d09d9dbef6fb9c9dfb87fcb75bf
diazepam,alpha1,2026091902,2026-09-19T07:26:27.525229+09:00,2026-09-19T07:26:33.523244+09:00,0,9,success,1089f81e8bbc900a2522d34c5ed65a11c35f3c8046954386dafde623056a806a,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha1.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha1/2026091902/poses.pdbqt"", ""--center_x"", ""117.44499969482422"", ""--center_y"", ""157.46474990844726"", ""--center_z"", ""110.48740043640137"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091902""]",6112b0cafbea1fc4f3a221249de0bee208a253d3af11cb9b857d3ce6120814cd
diazepam,alpha1,2026091903,2026-09-19T07:26:27.527753+09:00,2026-09-19T07:26:33.585529+09:00,0,9,success,1089f81e8bbc900a2522d34c5ed65a11c35f3c8046954386dafde623056a806a,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha1.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha1/2026091903/poses.pdbqt"", ""--center_x"", ""117.44499969482422"", ""--center_y"", ""157.46474990844726"", ""--center_z"", ""110.48740043640137"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091903""]",0e91ffa482590ec9f9c2fa537cb983530101623642ac84d82352de6eeead8016
diazepam,alpha1,2026091904,2026-09-19T07:26:27.522462+09:00,2026-09-19T07:26:33.599394+09:00,0,9,success,1089f81e8bbc900a2522d34c5ed65a11c35f3c8046954386dafde623056a806a,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha1.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha1/2026091904/poses.pdbqt"", ""--center_x"", ""117.44499969482422"", ""--center_y"", ""157.46474990844726"", ""--center_z"", ""110.48740043640137"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091904""]",449845d96e94ff6b5ba4190e273d7a2ddc8f4319b01d076af46094862051581c
diazepam,alpha1,2026091905,2026-09-19T07:26:33.526494+09:00,2026-09-19T07:26:39.717524+09:00,0,9,success,1089f81e8bbc900a2522d34c5ed65a11c35f3c8046954386dafde623056a806a,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha1.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha1/2026091905/poses.pdbqt"", ""--center_x"", ""117.44499969482422"", ""--center_y"", ""157.46474990844726"", ""--center_z"", ""110.48740043640137"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091905""]",d723c44be1583e254703352c34d9a58cc313d9642a8eab66f00bde9b23166668
diazepam,alpha2,2026091901,2026-09-19T07:26:33.588816+09:00,2026-09-19T07:26:39.815230+09:00,0,9,success,c3bcd380238909d2b6c7cabc56ab6cb69e4f80613e7640cf760aa1f4a737ab87,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha2.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha2/2026091901/poses.pdbqt"", ""--center_x"", ""143.42579952820148"", ""--center_y"", ""96.86254491988079"", ""--center_z"", ""139.9939981778101"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091901""]",a9aec37adf92854351c2320326fc1d5789c05e83c0d0b45570d99a0565617317
diazepam,alpha2,2026091902,2026-09-19T07:26:33.600493+09:00,2026-09-19T07:26:39.798075+09:00,0,9,success,c3bcd380238909d2b6c7cabc56ab6cb69e4f80613e7640cf760aa1f4a737ab87,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha2.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha2/2026091902/poses.pdbqt"", ""--center_x"", ""143.42579952820148"", ""--center_y"", ""96.86254491988079"", ""--center_z"", ""139.9939981778101"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091902""]",b076f0b29ce3e861683e915b66598d5df8138ccba92231a5fe4a817f7137b321
diazepam,alpha2,2026091903,2026-09-19T07:26:33.603518+09:00,2026-09-19T07:26:39.850674+09:00,0,9,success,c3bcd380238909d2b6c7cabc56ab6cb69e4f80613e7640cf760aa1f4a737ab87,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha2.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha2/2026091903/poses.pdbqt"", ""--center_x"", ""143.42579952820148"", ""--center_y"", ""96.86254491988079"", ""--center_z"", ""139.9939981778101"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091903""]",da2ce0948f9fb13f1998cc0e3003d0f8e28b8d53f2b9fdc5b27937916ac7e819
diazepam,alpha2,2026091904,2026-09-19T07:26:39.720059+09:00,2026-09-19T07:26:45.893355+09:00,0,9,success,c3bcd380238909d2b6c7cabc56ab6cb69e4f80613e7640cf760aa1f4a737ab87,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha2.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha2/2026091904/poses.pdbqt"", ""--center_x"", ""143.42579952820148"", ""--center_y"", ""96.86254491988079"", ""--center_z"", ""139.9939981778101"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091904""]",10a8e3630d6ec7b513f812ab20459414e09da6aa30294363945d214d1003ed0a
diazepam,alpha2,2026091905,2026-09-19T07:26:39.800197+09:00,2026-09-19T07:26:45.952214+09:00,0,9,success,c3bcd380238909d2b6c7cabc56ab6cb69e4f80613e7640cf760aa1f4a737ab87,7fc847e735c8de8c9520058b03d47a7dbe413812aacbebc1966073252cc4d13f,"[""/opt/homebrew/bin/vina"", ""--receptor"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/receptors/alpha2.pdbqt"", ""--ligand"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/repository/runs/20260919_0724_10drug_standardized_redocking/raw/ligands/diazepam.pdbqt"", ""--out"", ""/Users/k-atsumi/Documents/Codex/2026-09-18/github-readme-final-report-csv-git/work/standardized_redocking/jobs/diazepam/alpha2/2026091905/poses.pdbqt"", ""--center_x"", ""143.42579952820148"", ""--center_y"", ""96.86254491988079"", ""--center_z"", ""139.9939981778101"", ""--size_x"", ""20.0"", ""--size_y"", ""20.0"", ""--size_z"", ""20.0"", ""--exhaustiveness"", ""8"", ""--num_modes"", ""9"", ""--energy_range"", ""4"", ""--cpu"", ""1"", ""--min_rmsd"", ""1.0"", ""--scoring"", ""vina"", ""--seed"", ""2026091905""]",ffa2a0f307f9231f5f6330766d4dcdf3a9d70983c65fa93069d377d7558515ed
