drug_id,input_drug_name,molecule_chembl_id,target_alpha1_chembl_id,target_alpha2_chembl_id,alpha1_assay_chembl_id,alpha2_assay_chembl_id,alpha1_document_chembl_id,alpha2_document_chembl_id,same_document,same_standard_type,same_unit,pair_priority,pair_basis,standard_type,alpha1_standard_relation,alpha2_standard_relation,alpha1_standard_value,alpha2_standard_value,standard_units,alpha1_pchembl_value,alpha2_pchembl_value,ki_alpha2_over_alpha1,chembl_version,api_retrieved_at,pair_rank
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL678329,CHEMBL681248,CHEMBL1132940,CHEMBL1132940,True,True,True,1,same_document_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,2
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL919087,CHEMBL919088,CHEMBL1139460,CHEMBL1139460,True,True,True,1,same_document_standard_type_unit,Ki,=,=,27.0,160.0,nM,7.57,6.8,5.925925925925926,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,3
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL829006,CHEMBL829005,CHEMBL1142695,CHEMBL1142695,True,True,True,1,same_document_standard_type_unit,Ki,=,=,27.0,103.0,nM,7.57,6.99,3.814814814814815,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,4
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL677034,CHEMBL682709,CHEMBL1148356,CHEMBL1148356,True,True,True,1,same_document_standard_type_unit,Ki,=,=,52.1,255.1,nM,7.28,6.59,4.896353166986564,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,5
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL676826,CHEMBL681841,CHEMBL1149126,CHEMBL1149126,True,True,True,1,same_document_standard_type_unit,Ki,=,=,27.0,160.0,nM,7.57,6.8,5.925925925925926,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,6
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL1273615,CHEMBL1273616,CHEMBL1268934,CHEMBL1268934,True,True,True,1,same_document_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,7
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL822162,CHEMBL681841,CHEMBL1131013,CHEMBL1149126,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,160.0,nM,7.57,6.8,5.992509363295881,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,8
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL822162,CHEMBL681248,CHEMBL1131013,CHEMBL1132940,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,9
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL822162,CHEMBL682709,CHEMBL1131013,CHEMBL1148356,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,255.1,nM,7.57,6.59,9.55430711610487,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,10
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL822162,CHEMBL829005,CHEMBL1131013,CHEMBL1142695,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,103.0,nM,7.57,6.99,3.857677902621723,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,11
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL822162,CHEMBL919088,CHEMBL1131013,CHEMBL1139460,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,160.0,nM,7.57,6.8,5.992509363295881,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,12
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL822162,CHEMBL1273616,CHEMBL1131013,CHEMBL1268934,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,13
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL678329,CHEMBL681841,CHEMBL1132940,CHEMBL1149126,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,160.0,nM,7.57,6.8,5.992509363295881,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,14
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL678329,CHEMBL682709,CHEMBL1132940,CHEMBL1148356,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,255.1,nM,7.57,6.59,9.55430711610487,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,15
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL678329,CHEMBL824294,CHEMBL1132940,CHEMBL1131013,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,16
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL678329,CHEMBL829005,CHEMBL1132940,CHEMBL1142695,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,103.0,nM,7.57,6.99,3.857677902621723,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,17
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL678329,CHEMBL919088,CHEMBL1132940,CHEMBL1139460,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,160.0,nM,7.57,6.8,5.992509363295881,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,18
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL678329,CHEMBL1273616,CHEMBL1132940,CHEMBL1268934,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,19
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL919087,CHEMBL681841,CHEMBL1139460,CHEMBL1149126,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,160.0,nM,7.57,6.8,5.925925925925926,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,20
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL919087,CHEMBL681248,CHEMBL1139460,CHEMBL1132940,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,21
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL919087,CHEMBL682709,CHEMBL1139460,CHEMBL1148356,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,255.1,nM,7.57,6.59,9.448148148148148,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,22
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL919087,CHEMBL824294,CHEMBL1139460,CHEMBL1131013,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,23
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL919087,CHEMBL829005,CHEMBL1139460,CHEMBL1142695,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,103.0,nM,7.57,6.99,3.814814814814815,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,24
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL919087,CHEMBL1273616,CHEMBL1139460,CHEMBL1268934,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,25
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL829006,CHEMBL681841,CHEMBL1142695,CHEMBL1149126,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,160.0,nM,7.57,6.8,5.925925925925926,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,26
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL829006,CHEMBL681248,CHEMBL1142695,CHEMBL1132940,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,27
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL829006,CHEMBL682709,CHEMBL1142695,CHEMBL1148356,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,255.1,nM,7.57,6.59,9.448148148148148,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,28
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL829006,CHEMBL824294,CHEMBL1142695,CHEMBL1131013,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,29
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL829006,CHEMBL919088,CHEMBL1142695,CHEMBL1139460,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,160.0,nM,7.57,6.8,5.925925925925926,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,30
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL829006,CHEMBL1273616,CHEMBL1142695,CHEMBL1268934,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,31
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL677034,CHEMBL681841,CHEMBL1148356,CHEMBL1149126,False,True,True,2,same_standard_type_unit,Ki,=,=,52.1,160.0,nM,7.28,6.8,3.071017274472169,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,32
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL677034,CHEMBL681248,CHEMBL1148356,CHEMBL1132940,False,True,True,2,same_standard_type_unit,Ki,=,=,52.1,156.0,nM,7.28,6.81,2.9942418426103647,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,33
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL677034,CHEMBL824294,CHEMBL1148356,CHEMBL1131013,False,True,True,2,same_standard_type_unit,Ki,=,=,52.1,156.0,nM,7.28,6.81,2.9942418426103647,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,34
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL677034,CHEMBL829005,CHEMBL1148356,CHEMBL1142695,False,True,True,2,same_standard_type_unit,Ki,=,=,52.1,103.0,nM,7.28,6.99,1.9769673704414588,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,35
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL677034,CHEMBL919088,CHEMBL1148356,CHEMBL1139460,False,True,True,2,same_standard_type_unit,Ki,=,=,52.1,160.0,nM,7.28,6.8,3.071017274472169,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,36
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL677034,CHEMBL1273616,CHEMBL1148356,CHEMBL1268934,False,True,True,2,same_standard_type_unit,Ki,=,=,52.1,156.0,nM,7.28,6.81,2.9942418426103647,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,37
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL676826,CHEMBL681248,CHEMBL1149126,CHEMBL1132940,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,38
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL676826,CHEMBL682709,CHEMBL1149126,CHEMBL1148356,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,255.1,nM,7.57,6.59,9.448148148148148,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,39
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL676826,CHEMBL824294,CHEMBL1149126,CHEMBL1131013,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,40
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL676826,CHEMBL829005,CHEMBL1149126,CHEMBL1142695,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,103.0,nM,7.57,6.99,3.814814814814815,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,41
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL676826,CHEMBL919088,CHEMBL1149126,CHEMBL1139460,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,160.0,nM,7.57,6.8,5.925925925925926,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,42
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL676826,CHEMBL1273616,CHEMBL1149126,CHEMBL1268934,False,True,True,2,same_standard_type_unit,Ki,=,=,27.0,156.0,nM,7.57,6.81,5.777777777777778,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,43
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL1273615,CHEMBL681841,CHEMBL1268934,CHEMBL1149126,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,160.0,nM,7.57,6.8,5.992509363295881,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,44
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL1273615,CHEMBL681248,CHEMBL1268934,CHEMBL1132940,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,45
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL1273615,CHEMBL682709,CHEMBL1268934,CHEMBL1148356,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,255.1,nM,7.57,6.59,9.55430711610487,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,46
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL1273615,CHEMBL824294,CHEMBL1268934,CHEMBL1131013,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,156.0,nM,7.57,6.81,5.842696629213483,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,47
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL1273615,CHEMBL829005,CHEMBL1268934,CHEMBL1142695,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,103.0,nM,7.57,6.99,3.857677902621723,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,48
zolpidem,Zolpidem,CHEMBL911,CHEMBL2094121,CHEMBL2094130,CHEMBL1273615,CHEMBL919088,CHEMBL1268934,CHEMBL1139460,False,True,True,2,same_standard_type_unit,Ki,=,=,26.7,160.0,nM,7.57,6.8,5.992509363295881,ChEMBL_37,2026-09-17T02:17:48.329450+00:00,49
