action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_description_alpha_subunits,assay_description_beta_subunits,assay_description_composition,assay_description_gamma_subunits,assay_description_subtype,assay_description_subunit_mentions,assay_detail_aidx,assay_detail_assay_category,assay_detail_assay_cell_type,assay_detail_assay_chembl_id,assay_detail_assay_classifications,assay_detail_assay_group,assay_detail_assay_organism,assay_detail_assay_parameters,assay_detail_assay_strain,assay_detail_assay_subcellular_fraction,assay_detail_assay_tax_id,assay_detail_assay_test_type,assay_detail_assay_tissue,assay_detail_assay_type,assay_detail_assay_type_description,assay_detail_bao_format,assay_detail_bao_label,assay_detail_cell_chembl_id,assay_detail_confidence_description,assay_detail_confidence_score,assay_detail_description,assay_detail_document_chembl_id,assay_detail_relationship_description,assay_detail_relationship_type,assay_detail_retrieved_at_utc,assay_detail_source_file,assay_detail_source_json_pointer,assay_detail_source_request_id,assay_detail_source_sha256,assay_detail_src_assay_id,assay_detail_src_id,assay_detail_target_chembl_id,assay_detail_tissue_chembl_id,assay_detail_variant_sequence,assay_species,assay_subunit_sequence,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,bzd_relevance_evidence,bzd_site_status,canonical_smiles,chembl_version,classification,classification_reasons,classification_rule_version,classification_source_run,comparison_group_id,comparison_key_json,composition_source,data_validity_comment,data_validity_description,derived_assay_class,description_organisms_explicit,document_chembl_id,document_detail_abstract,document_detail_authors,document_detail_chembl_release,document_detail_contact,document_detail_doc_type,document_detail_document_chembl_id,document_detail_doi,document_detail_doi_chembl,document_detail_first_page,document_detail_issue,document_detail_journal,document_detail_journal_full_title,document_detail_last_page,document_detail_patent_id,document_detail_pubmed_id,document_detail_retrieved_at_utc,document_detail_source_file,document_detail_source_json_pointer,document_detail_source_request_id,document_detail_source_sha256,document_detail_src_id,document_detail_title,document_detail_volume,document_detail_year,document_journal,document_year,drug_id,endpoint_class,endpoint_detail,exclude_reason,inclusion_reason,ligand_efficiency,manual_review_required,modality,molecule_chembl_id,molecule_pref_name,observed_alpha_mentions_for_review_only,parent_molecule_chembl_id,pchembl_value,point_comparison_limitations,point_comparison_usable,potential_duplicate,qc_flags,quality_notes,qudt_units,receptor_composition,record_id,relation,retrieved_at_utc,review_flags,source_file,source_json_pointer,source_processed_line,source_processed_sha256,source_request_id,source_sha256,species,species_basis,species_priority,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,subtype,target_chembl_id,target_component_composition,target_component_descriptions,target_components_alpha_subunits,target_components_are_coassembly_evidence,target_components_beta_subunits,target_components_gamma_subunits,target_components_used,target_detail_organism,target_detail_pref_name,target_detail_retrieved_at_utc,target_detail_source_file,target_detail_source_json_pointer,target_detail_source_request_id,target_detail_source_sha256,target_detail_species_group_flag,target_detail_target_chembl_id,target_detail_target_type,target_name_alpha_subunits,target_name_beta_subunits,target_name_composition,target_name_gamma_subunits,target_name_subtype,target_name_subunit_mentions,target_organism,target_pref_name,target_record_pref_name,target_scope,target_species,target_tax_id,target_type,text_value,toid,type,units,uo_units,upper_value,value,receptor_fixed_gap_reason
,,320285,[],CHEMBL822941,Binding affinity for rat GABA-A receptor alpha-1-beta-2-gamma-2 subunits expressed in HEK293 cells,"[""alpha1""]","[""beta2""]",alpha1_beta2_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta2"",""gamma2""]",CLD0,,HEK293,CHEMBL822941,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Binding affinity for rat GABA-A receptor alpha-1-beta-2-gamma-2 subunits expressed in HEK293 cells,CHEMBL1127312,Direct protein target assigned,D,2026-09-18T02:20:28.345442+00:00,raw/responses/request_00082.json.gz,/assays/13,request_00082,fa31d7aa94934b2cb6c2edc33eed80295e7f04f67f2aa9764838e42ecc6845bd,,1,CHEMBL2095167,,,rat,"[""alpha1"",""beta2"",""gamma2""]",B,,,BAO_0000192,BAO_0000219,cell-based format,explicit_abg_receptor_candidate,not_adjudicated,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,ChEMBL_37,PRIMARY,"[""explicit_alpha1_or_alpha2_abg2_in_both_sources"",""no_detected_consistency_conflict""]",1.0.0,runs/20260918_1117_chembl_acquisition,CG_04c449edf4608c390953,"{""assay_chembl_id"":""CHEMBL822941"",""assay_detail_assay_organism"":""Rattus norvegicus"",""assay_detail_assay_parameters"":[],""assay_detail_description"":""Binding affinity for rat GABA-A receptor alpha-1-beta-2-gamma-2 subunits expressed in HEK293 cells"",""assay_detail_variant_sequence"":null,""derived_assay_class"":""binding"",""document_chembl_id"":""CHEMBL1127312"",""endpoint_class"":""binding"",""endpoint_detail"":""ki"",""receptor_composition"":""alpha1_beta2_gamma2"",""species"":""rat"",""standard_relation"":""="",""standard_type"":""Ki"",""standard_units"":""nM"",""target_chembl_id"":""CHEMBL2095167"",""type"":""Ki"",""units"":""nM""}",assay_description_explicit_tokens,,,binding,"[""Rattus norvegicus""]",CHEMBL1127312,"Benzodiazepines (BZ) exert their effects through GABAA receptors, which belong to the superfamily of ligand-gated ion channels. Coexpression of recombinant alpha, beta, and gamma subunits in a cell culture system mimics the BZ binding sites. The alpha variants largely determine the nature of the BZ binding site in such alpha i beta j gamma k heteromultimers (i = 1-6; j = 1-3; k = 1-3). Notably, the alpha 1 and alpha 6 variants confer high and low affinity for BZ agonists to the resulting receptor subtype, respectively. Glycine/glutamate and histidine/arginine positions in the alpha subunits of alpha x beta 2 gamma 2 receptors are involved in BZ I versus BZ II type selectivity. We now identify four amino acids in alpha 6 which together increase the affinity of the mutant alpha x beta 2 gamma 2 receptor for classical BZ receptor agonists above the level seen for any wild-type GABAA/BZ receptor. The most pronounced effect was due to an isoleucine to valine exchange. It simultaneously decreased the affinity for the BZ partial inverse agonist Ro 15-4513 20-fold and increased the affinity for diazepam 4-fold. The four amino acid residues stretch over most part of the N-terminal extracellular domain of the alpha subunit, suggesting that amino acids distant in the primary sequence form the BZ binding pocket.","Wieland HA, Lüddens H.","{""chembl_release"":""CHEMBL_1"",""creation_date"":""2009-09-03""}",,PUBLICATION,CHEMBL1127312,10.1021/jm00052a019,,4576,26,J Med Chem,Journal of medicinal chemistry.,4580,,7799410,2026-09-18T02:20:43.669283+00:00,raw/responses/request_00090.json.gz,/documents/5,request_00090,55086f6a813012b159dc1e28c9134aee8387a1910701c9660b2db20d037b0e77,1,"Four amino acid exchanges convert a diazepam-insensitive, inverse agonist-preferring GABAA receptor into a diazepam-preferring GABAA receptor.",37,1994,J Med Chem,1994,diazepam,binding,ki,,explicit_alpha1_or_alpha2_abg2_in_both_sources;no_detected_consistency_conflict,"{""bei"":""27.38"",""le"":""0.53"",""lle"":""4.65"",""sei"":""23.86""}",False,,CHEMBL12,DIAZEPAM,"[""alpha1""]",CHEMBL12,7.80,[],True,0,"[""no_structured_assay_parameters""]",[],http://www.openphacts.org/units/Nanomolar,alpha1_beta2_gamma2,273080,=,2026-09-18T02:18:03.618285+00:00,[],raw/responses/request_00010.json.gz,/activities/14,15,9a33ccabba43aeccac2706e5e6b07a660fe430ce48e04502e8b8aa5a18a507e9,request_00010,d835832e14c863e4daa522f99d44a425411d5821d1cfd4d50e5311eef1e678f2,rat,assay_organism,2,1,1,=,,Ki,nM,,16.0,alpha1,CHEMBL2095167,alpha1_beta2_gamma2,"[""Gamma-aminobutyric acid receptor subunit gamma-2"",""Gamma-aminobutyric acid receptor subunit alpha-1"",""Gamma-aminobutyric acid receptor subunit beta-2""]","[""alpha1""]",True,"[""beta2""]","[""gamma2""]","[{""accession"":""P18508"",""component_description"":""Gamma-aminobutyric acid receptor subunit gamma-2"",""component_id"":28,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P62813"",""component_description"":""Gamma-aminobutyric acid receptor subunit alpha-1"",""component_id"":48,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P63138"",""component_description"":""Gamma-aminobutyric acid receptor subunit beta-2"",""component_id"":50,""relationship"":""PROTEIN SUBUNIT""}]",Rattus norvegicus,GABA-A receptor; alpha-1/beta-2/gamma-2,2026-09-18T02:17:43.273801+00:00,raw/responses/request_00003.json.gz,/targets/9,request_00003,9b283287f44b4da4c74da302cd19523b42b4db59c99425db10a5f8538f0aed51,False,CHEMBL2095167,PROTEIN COMPLEX,"[""alpha1""]","[""beta2""]",alpha1_beta2_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta2"",""gamma2""]",Rattus norvegicus,GABA-A receptor; alpha-1/beta-2/gamma-2,GABA-A receptor; alpha-1/beta-2/gamma-2,gabaa_related_site_unverified,rat,10116,PROTEIN COMPLEX,,,Ki,nM,UO_0000065,,16.0,no_other_drug_in_same_exact_recorded_context
,,389959,[],CHEMBL681621,"Percent GABA current elicited in Xenopus laevis oocytes expressing rat GABA-A alpha-1-beta-2-gamma-2 subunits at 1 uM [(-)inhibition, (+)stimulation]","[""alpha1""]","[""beta2""]",alpha1_beta2_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta2"",""gamma2""]",CLD0,,Oocyte,CHEMBL681621,[],,Rattus norvegicus,[],,,10116,,,F,Functional,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,"Percent GABA current elicited in Xenopus laevis oocytes expressing rat GABA-A alpha-1-beta-2-gamma-2 subunits at 1 uM [(-)inhibition, (+)stimulation]",CHEMBL1132818,Direct protein target assigned,D,2026-09-18T02:20:25.313499+00:00,raw/responses/request_00081.json.gz,/assays/10,request_00081,5082c71c2f9e3cadd9672c23e43048689a478912ca5865a3658fe9308f710149,,1,CHEMBL2095167,,,rat,"[""alpha1"",""beta2"",""gamma2""]",F,,,BAO_0000179,BAO_0000219,cell-based format,explicit_abg_receptor_candidate,not_adjudicated,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,ChEMBL_37,PRIMARY,"[""explicit_alpha1_or_alpha2_abg2_in_both_sources"",""no_detected_consistency_conflict""]",1.0.0,runs/20260918_1117_chembl_acquisition,CG_a0f2d100f2e895c796ed,"{""assay_chembl_id"":""CHEMBL681621"",""assay_detail_assay_organism"":""Rattus norvegicus"",""assay_detail_assay_parameters"":[],""assay_detail_description"":""Percent GABA current elicited in Xenopus laevis oocytes expressing rat GABA-A alpha-1-beta-2-gamma-2 subunits at 1 uM [(-)inhibition, (+)stimulation]"",""assay_detail_variant_sequence"":null,""derived_assay_class"":""functional"",""document_chembl_id"":""CHEMBL1132818"",""endpoint_class"":""functional_efficacy"",""endpoint_detail"":""fixed_concentration_response"",""receptor_composition"":""alpha1_beta2_gamma2"",""species"":""rat"",""standard_relation"":""="",""standard_type"":""GABA current"",""standard_units"":""%"",""target_chembl_id"":""CHEMBL2095167"",""type"":""GABA current"",""units"":""%""}",assay_description_explicit_tokens,,,functional,"[""Rattus norvegicus""]",CHEMBL1132818,"Analogues of bicuculline devoid of the benzo ring fused to the lactone moiety were prepared by reacting 2-(tert-butyl-dimethylsiloxy)furans with 3,4-dihydroisoquinolinium salts. Some of these compounds (e.g., ROD185, 8) acted as modulators of the GABAA receptor, displacing ligands of the benzodiazepine binding site. They also strongly stimulated GABA currents mediated by recombinant GABA(A) receptors expressed in Xenopus oocytes.","Razet R, Thomet U, Furtmüller R, Jursky F, Sigel E, Sieghart W, Dodd RH.","{""chembl_release"":""CHEMBL_1"",""creation_date"":""2009-09-03""}",,PUBLICATION,CHEMBL1132818,10.1016/s0960-894x(00)00514-x,,2579,22,Bioorg Med Chem Lett,Bioorganic & medicinal chemistry letters.,2583,,11086734,2026-09-18T02:20:45.637725+00:00,raw/responses/request_00091.json.gz,/documents/2,request_00091,6e9fe69aa754792b8a65b7aee23e95a089fa28a298f07b6375e46aa880a35495,1,"Use of bicuculline, a GABA antagonist, as a template for the development of a new class of ligands showing positive allosteric modulation of the GABA(A) receptor.",10,2000,Bioorg Med Chem Lett,2000,diazepam,functional_efficacy,fixed_concentration_response,,explicit_alpha1_or_alpha2_abg2_in_both_sources;no_detected_consistency_conflict,,False,,CHEMBL12,DIAZEPAM,"[""alpha1""]",CHEMBL12,,[],True,0,"[""no_structured_assay_parameters""]",[],http://qudt.org/vocab/unit#Percent,alpha1_beta2_gamma2,156747,=,2026-09-18T02:18:03.618285+00:00,[],raw/responses/request_00010.json.gz,/activities/25,26,9a33ccabba43aeccac2706e5e6b07a660fe430ce48e04502e8b8aa5a18a507e9,request_00010,d835832e14c863e4daa522f99d44a425411d5821d1cfd4d50e5311eef1e678f2,rat,assay_organism,2,1,0,=,,GABA current,%,,300.0,alpha1,CHEMBL2095167,alpha1_beta2_gamma2,"[""Gamma-aminobutyric acid receptor subunit gamma-2"",""Gamma-aminobutyric acid receptor subunit alpha-1"",""Gamma-aminobutyric acid receptor subunit beta-2""]","[""alpha1""]",True,"[""beta2""]","[""gamma2""]","[{""accession"":""P18508"",""component_description"":""Gamma-aminobutyric acid receptor subunit gamma-2"",""component_id"":28,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P62813"",""component_description"":""Gamma-aminobutyric acid receptor subunit alpha-1"",""component_id"":48,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P63138"",""component_description"":""Gamma-aminobutyric acid receptor subunit beta-2"",""component_id"":50,""relationship"":""PROTEIN SUBUNIT""}]",Rattus norvegicus,GABA-A receptor; alpha-1/beta-2/gamma-2,2026-09-18T02:17:43.273801+00:00,raw/responses/request_00003.json.gz,/targets/9,request_00003,9b283287f44b4da4c74da302cd19523b42b4db59c99425db10a5f8538f0aed51,False,CHEMBL2095167,PROTEIN COMPLEX,"[""alpha1""]","[""beta2""]",alpha1_beta2_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta2"",""gamma2""]",Rattus norvegicus,GABA-A receptor; alpha-1/beta-2/gamma-2,GABA-A receptor; alpha-1/beta-2/gamma-2,gabaa_related_site_unverified,rat,10116,PROTEIN COMPLEX,,,GABA current,%,UO_0000187,,300.0,no_other_drug_in_same_exact_recorded_context
,,442389,[],CHEMBL679559,Ability to affect GABA-induced chloride current in Xenopus oocytes transiently expressing human GABA-A alpha-1-beta-2-gamma-2 receptors using two-electrode voltage-clamp electrophysiology at test concentration of 1 uM,"[""alpha1""]","[""beta2""]",alpha1_beta2_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta2"",""gamma2""]",CLD0,,Oocyte,CHEMBL679559,[],,Homo sapiens,[],,,9606,,,F,Functional,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Ability to affect GABA-induced chloride current in Xenopus oocytes transiently expressing human GABA-A alpha-1-beta-2-gamma-2 receptors using two-electrode voltage-clamp electrophysiology at test concentration of 1 uM,CHEMBL1133060,Direct protein target assigned,D,2026-09-18T02:20:21.559241+00:00,raw/responses/request_00079.json.gz,/assays/7,request_00079,c2c786f49a59e6d1b1323c71f34610cbf4eba460fd8b0621138a9f03b529f719,,1,CHEMBL2095172,,,human,"[""alpha1"",""beta2"",""gamma2""]",F,,,BAO_0000656,BAO_0000219,cell-based format,explicit_abg_receptor_candidate,not_adjudicated,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,ChEMBL_37,PRIMARY,"[""explicit_alpha1_or_alpha2_abg2_in_both_sources"",""no_detected_consistency_conflict""]",1.0.0,runs/20260918_1117_chembl_acquisition,CG_4d9581572758aa801704,"{""assay_chembl_id"":""CHEMBL679559"",""assay_detail_assay_organism"":""Homo sapiens"",""assay_detail_assay_parameters"":[],""assay_detail_description"":""Ability to affect GABA-induced chloride current in Xenopus oocytes transiently expressing human GABA-A alpha-1-beta-2-gamma-2 receptors using two-electrode voltage-clamp electrophysiology at test concentration of 1 uM"",""assay_detail_variant_sequence"":null,""derived_assay_class"":""functional"",""document_chembl_id"":""CHEMBL1133060"",""endpoint_class"":""functional_efficacy"",""endpoint_detail"":""fixed_concentration_response"",""receptor_composition"":""alpha1_beta2_gamma2"",""species"":""human"",""standard_relation"":""="",""standard_type"":""Efficacy"",""standard_units"":""%"",""target_chembl_id"":""CHEMBL2095172"",""type"":""Efficacy"",""units"":""%""}",assay_description_explicit_tokens,,,functional,"[""Homo sapiens""]",CHEMBL1133060,"A new class of N-(indol-3-ylglyoxylyl)piperidines are high affinity agonists at the benzodiazepine binding site of human GABA-A receptor ion-channels, with modest selectivity for receptors containing the alpha1 subunit over alpha2 and alpha3. All three receptor subtypes discriminate substantially between the two enantiomers of the chiral ligand 10.","Collins I, Davey WB, Rowley M, Quirk K, Bromidge FA, McKernan RM, Thompson SA, Wafford KA.","{""chembl_release"":""CHEMBL_1"",""creation_date"":""2009-09-03""}",,PUBLICATION,CHEMBL1133060,10.1016/s0960-894x(00)00245-6,,1381,12,Bioorg Med Chem Lett,Bioorganic & medicinal chemistry letters.,1384,,10890169,2026-09-18T02:20:45.637725+00:00,raw/responses/request_00091.json.gz,/documents/1,request_00091,6e9fe69aa754792b8a65b7aee23e95a089fa28a298f07b6375e46aa880a35495,1,N-(indol-3-ylglyoxylyl)piperidines: high affinity agonists of human GABA-A receptors containing the alpha1 subunit.,10,2000,Bioorg Med Chem Lett,2000,diazepam,functional_efficacy,fixed_concentration_response,,explicit_alpha1_or_alpha2_abg2_in_both_sources;no_detected_consistency_conflict,,False,,CHEMBL12,DIAZEPAM,"[""alpha1""]",CHEMBL12,,[],True,0,"[""no_structured_assay_parameters""]",[],http://qudt.org/vocab/unit#Percent,alpha1_beta2_gamma2,43833,=,2026-09-18T02:18:03.618285+00:00,[],raw/responses/request_00010.json.gz,/activities/35,36,9a33ccabba43aeccac2706e5e6b07a660fe430ce48e04502e8b8aa5a18a507e9,request_00010,d835832e14c863e4daa522f99d44a425411d5821d1cfd4d50e5311eef1e678f2,human,assay_organism,1,1,0,=,,Efficacy,%,,157.0,alpha1,CHEMBL2095172,alpha1_beta2_gamma2,"[""Gamma-aminobutyric acid receptor subunit alpha-1"",""Gamma-aminobutyric acid receptor subunit beta-2"",""Gamma-aminobutyric acid receptor subunit gamma-2""]","[""alpha1""]",True,"[""beta2""]","[""gamma2""]","[{""accession"":""P14867"",""component_description"":""Gamma-aminobutyric acid receptor subunit alpha-1"",""component_id"":23,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P47870"",""component_description"":""Gamma-aminobutyric acid receptor subunit beta-2"",""component_id"":47,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P18507"",""component_description"":""Gamma-aminobutyric acid receptor subunit gamma-2"",""component_id"":79,""relationship"":""PROTEIN SUBUNIT""}]",Homo sapiens,GABA-A receptor; alpha-1/beta-2/gamma-2,2026-09-18T02:17:43.273801+00:00,raw/responses/request_00003.json.gz,/targets/10,request_00003,9b283287f44b4da4c74da302cd19523b42b4db59c99425db10a5f8538f0aed51,False,CHEMBL2095172,PROTEIN COMPLEX,"[""alpha1""]","[""beta2""]",alpha1_beta2_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta2"",""gamma2""]",Homo sapiens,GABA-A receptor; alpha-1/beta-2/gamma-2,GABA-A receptor; alpha-1/beta-2/gamma-2,gabaa_related_site_unverified,human,9606,PROTEIN COMPLEX,,,Efficacy,%,UO_0000187,,157.0,no_other_drug_in_same_exact_recorded_context
,,667545,[],CHEMBL677030,Percent change in electrophysiological response in Xenopus oocytes expressing alpha-1-beta-3-gamma-2 GABA-A receptor,"[""alpha1""]","[""beta3""]",alpha1_beta3_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta3"",""gamma2""]",CLD0,,Oocyte,CHEMBL677030,[],,Homo sapiens,[],,,9606,,,F,Functional,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Percent change in electrophysiological response in Xenopus oocytes expressing alpha-1-beta-3-gamma-2 GABA-A receptor,CHEMBL1148356,Direct protein target assigned,D,2026-09-18T02:20:20.118830+00:00,raw/responses/request_00078.json.gz,/assays/18,request_00078,70263e0fb228f0fff76c790401e8b29172098449da0f18dffea70053d9231024,,1,CHEMBL2094121,,,human,"[""alpha1"",""beta3"",""gamma2""]",F,,,BAO_0000656,BAO_0000219,cell-based format,explicit_abg_receptor_candidate,not_adjudicated,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,ChEMBL_37,PRIMARY,"[""explicit_alpha1_or_alpha2_abg2_in_both_sources"",""no_detected_consistency_conflict""]",1.0.0,runs/20260918_1117_chembl_acquisition,CG_ad3bad7c7cacb325a124,"{""assay_chembl_id"":""CHEMBL677030"",""assay_detail_assay_organism"":""Homo sapiens"",""assay_detail_assay_parameters"":[],""assay_detail_description"":""Percent change in electrophysiological response in Xenopus oocytes expressing alpha-1-beta-3-gamma-2 GABA-A receptor"",""assay_detail_variant_sequence"":null,""derived_assay_class"":""functional"",""document_chembl_id"":""CHEMBL1148356"",""endpoint_class"":""functional_efficacy"",""endpoint_detail"":""response_not_established_emax"",""receptor_composition"":""alpha1_beta3_gamma2"",""species"":""human"",""standard_relation"":""="",""standard_type"":""Efficacy"",""standard_units"":""%"",""target_chembl_id"":""CHEMBL2094121"",""type"":""Efficacy"",""units"":""%""}",assay_description_explicit_tokens,,,functional,[],CHEMBL1148356,"The identification of a novel series of 7,8,9,10-tetrahydro-(7,10-ethano)-1,2,4-triazolo[3,4-a]phthalazines as GABA(A)alpha5 inverse agonists, which have both binding and functional (efficacy) selectivity for the benzodiazepine binding site of alpha5- over alpha1-, alpha2-, and alpha3-containing GABA(A) receptor subtypes, is described. Binding selectivity was determined to a large part by the degree of planarity of the fused ring system whereas functional selectivity was dependent on the nature of the heterocycle at the 3-position of the triazolopyridazine ring. 3-Furan and 5-methylisoxazole were shown to be optimal for GABA(A)alpha5 functional selectvity. 3-(5-Methylisoxazol-3-yl)-6-(2-pyridyl)methyloxy-1,2,4-triazolo[3,4-a]phthalazine (43) was identified as a full inverse agonist at the GABA(A)alpha5 subtype with functional selectivity over the other GABA(A) receptor subtypes and good oral bioavailability.","Street LJ, Sternfeld F, Jelley RA, Reeve AJ, Carling RW, Moore KW, McKernan RM, Sohal B, Cook S, Pike A, Dawson GR, Bromidge FA, Wafford KA, Seabrook GR, Thompson SA, Marshall G, Pillai GV, Castro JL, Atack JR, MacLeod AM.","{""chembl_release"":""CHEMBL_1"",""creation_date"":""2009-09-03""}",,PUBLICATION,CHEMBL1148356,10.1021/jm0407613,,3642,14,J Med Chem,Journal of medicinal chemistry.,3657,,15214791,2026-09-18T02:20:48.446849+00:00,raw/responses/request_00092.json.gz,/documents/4,request_00092,018f07f05c3ec03565b66bf444c5f87cfdd5753e66503731a11314fece4c3119,1,"Synthesis and biological evaluation of 3-heterocyclyl-7,8,9,10-tetrahydro-(7,10-ethano)-1,2,4-triazolo[3,4-a]phthalazines and analogues as subtype-selective inverse agonists for the GABA(A)alpha5 benzodiazepine binding site.",47,2004,J Med Chem,2004,diazepam,functional_efficacy,response_not_established_emax,,explicit_alpha1_or_alpha2_abg2_in_both_sources;no_detected_consistency_conflict,,False,,CHEMBL12,DIAZEPAM,"[""alpha1""]",CHEMBL12,,[],True,0,"[""no_structured_assay_parameters""]",[],http://qudt.org/vocab/unit#Percent,alpha1_beta3_gamma2,230415,=,2026-09-18T02:18:03.618285+00:00,[],raw/responses/request_00010.json.gz,/activities/68,69,9a33ccabba43aeccac2706e5e6b07a660fe430ce48e04502e8b8aa5a18a507e9,request_00010,d835832e14c863e4daa522f99d44a425411d5821d1cfd4d50e5311eef1e678f2,human,assay_organism,1,1,0,=,,Efficacy,%,,156.0,alpha1,CHEMBL2094121,alpha1_beta3_gamma2,"[""Gamma-aminobutyric acid receptor subunit alpha-1"",""Gamma-aminobutyric acid receptor subunit gamma-2"",""Gamma-aminobutyric acid receptor subunit beta-3""]","[""alpha1""]",True,"[""beta3""]","[""gamma2""]","[{""accession"":""P14867"",""component_description"":""Gamma-aminobutyric acid receptor subunit alpha-1"",""component_id"":23,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P18507"",""component_description"":""Gamma-aminobutyric acid receptor subunit gamma-2"",""component_id"":79,""relationship"":""PROTEIN SUBUNIT""},{""accession"":""P28472"",""component_description"":""Gamma-aminobutyric acid receptor subunit beta-3"",""component_id"":153,""relationship"":""PROTEIN SUBUNIT""}]",Homo sapiens,GABA-A receptor; alpha-1/beta-3/gamma-2,2026-09-18T02:17:54.450458+00:00,raw/responses/request_00007.json.gz,,request_00007,99671672377461d0c54582f2dba3ceec477738e1a8742f9b09e9d9cdbe919eed,False,CHEMBL2094121,PROTEIN COMPLEX,"[""alpha1""]","[""beta3""]",alpha1_beta3_gamma2,"[""gamma2""]",alpha1,"[""alpha1"",""beta3"",""gamma2""]",Homo sapiens,GABA-A receptor; alpha-1/beta-3/gamma-2,GABA-A receptor; alpha-1/beta-3/gamma-2,gabaa_related_site_unverified,human,9606,PROTEIN COMPLEX,,,Efficacy,%,UO_0000187,,156.0,no_other_drug_in_same_exact_recorded_context
