assay_chembl_id,aidx,assay_category,assay_cell_type,assay_classifications,assay_group,assay_organism,assay_parameters,assay_strain,assay_subcellular_fraction,assay_tax_id,assay_test_type,assay_tissue,assay_type,assay_type_description,bao_format,bao_label,cell_chembl_id,confidence_description,confidence_score,description,document_chembl_id,relationship_description,relationship_type,src_assay_id,src_id,target_chembl_id,tissue_chembl_id,variant_sequence,source_request_id,source_file,source_json_pointer,source_sha256,retrieved_at_utc
CHEMBL845316,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,"Relative binding in the presence and absence of GABA, (IC50-GABA /IC50+GABA)",CHEMBL1149939,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/0,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL842707,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,Relative binding to GABA-A central benzodiazepine receptor in the presence and absence of 10e-4 M GABA (GABA shift),CHEMBL1123044,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/1,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL842708,CLD0,,,[],,Bos taurus,[],,,9913,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,"Relative binding to GABA-A receptor in the presence and absence of GABA (GABA shift), Ki(-GABA)/Ki(+GABA)",CHEMBL1133176,Direct protein target assigned,D,,1,CHEMBL2094107,,,request_00084,raw/responses/request_00084.json.gz,/assays/2,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL842710,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,GABA ratio of binding to rat GABA-A receptor in the presence and absence of GABA (ND=Not determined),CHEMBL1125833,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/3,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL841632,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Ratio of IC50 of compound to that of compound+10 uM GABA,CHEMBL1125055,Homologous protein target assigned,H,,1,CHEMBL2094107,,,request_00084,raw/responses/request_00084.json.gz,/assays/4,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL841633,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,Ratio of Ki value without GABA and Ki value in the presence of GABA.,CHEMBL1132447,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/5,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL841636,CLD0,,,[],,Bos taurus,[],,,9913,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,"Relative binding to GABA-A receptor in the presence and absence of GABA (GABA shift), Ki(-GABA)/Ki(+GABA)",CHEMBL1131119,Direct protein target assigned,D,,1,CHEMBL2094107,,,request_00084,raw/responses/request_00084.json.gz,/assays/6,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL841639,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,GABA shift ratio at Diazepam sensitive fraction of GABA-A benzodiazepine receptor,CHEMBL1127014,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/7,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL841641,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Ratio of binding affinity to the GABA-A receptor in the presence and absence of GABA,CHEMBL1124349,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/8,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL841642,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Ratio of the binding in the absence and presence of GABA was determined.,CHEMBL1135951,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/9,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL842877,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,"The GABA ratio (GR) = IC50 compound + 10 uM GABA, performed in five independent experiments was calculated for the compound.",CHEMBL1132244,Homologous protein target assigned,H,,1,CHEMBL2094107,,,request_00084,raw/responses/request_00084.json.gz,/assays/10,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL842879,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,GABA shift as the ratio of IC50 (no GABA) to that of IC50 (GABA); GABA shift,CHEMBL1128598,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/11,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL842880,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,GABA shift which is the ratio of binding in the absence and presence of GABA (1 mM) was determined,CHEMBL1131732,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/12,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL848812,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,Relative binding to GABA-A receptor in the presence and absence of GABA,CHEMBL1126709,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/13,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL847310,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,GABA ratio (IC50/IC50 in the presence of 10e-4 GABA).,CHEMBL1124125,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/14,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL847311,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,F,Functional,BAO_0000019,assay format,,Multiple direct protein targets may be assigned,5,Relative inhibition of [3H]diazepam binding to GABA-A receptor of rat forebrain in the presence and absence of GABA(10e-4M),CHEMBL1124125,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/15,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL851285,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,"GABA ratio, relative binding in the presence and absence of 10 uM GABA (IC50-GABA/IC50+GABA)",CHEMBL1135690,Homologous protein target assigned,H,,1,CHEMBL2093872,,,request_00084,raw/responses/request_00084.json.gz,/assays/16,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL851452,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Ratio of binding affinity against DI Bz receptor to that of DS Bz receptor,CHEMBL1127024,Homologous protein target assigned,H,,1,CHEMBL1907607,,,request_00084,raw/responses/request_00084.json.gz,/assays/17,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL839964,CLD0,,,[],,Bos taurus,[],,,9913,,,B,Binding,BAO_0000019,assay format,,Multiple homologous protein targets may be assigned,4,Displacement of [3H]flumazenil from bovine benzodiazepine receptor GABA-A channel of brain membranes,CHEMBL1144412,Homologous protein target assigned,H,,1,CHEMBL2093872,,,request_00084,raw/responses/request_00084.json.gz,/assays/18,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL853068,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]Ro 15-1788 from recombinant human GABAA alpha-1 receptor plus beta3gamma2 expressed in L(tk-) cells,CHEMBL1149444,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00084,raw/responses/request_00084.json.gz,/assays/19,d7833e37ab52be61960c55c235549a58c91e47ba019d526ced855ec1219c1d92,2026-09-18T02:20:32.649552+00:00
CHEMBL877823,CLD0,,Oocyte,[],,,[],,,,,,F,Functional,BAO_0000219,cell-based format,CHEMBL3308859,Homologous protein complex subunits assigned,6,Percent change in electrophysiological response in Xenopus oocytes expressing Alpha2-beta3-gamma2 GABA-A receptor,CHEMBL1148356,Homologous protein target assigned,H,,1,CHEMBL2094130,,,request_00085,raw/responses/request_00085.json.gz,/assays/0,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL878039,CLD0,,,[],,Mus musculus,[],,,10090,,,F,Functional,BAO_0000019,assay format,,Multiple direct protein targets may be assigned,5,Ex vivo inhibition of [3H]flunitrazepam binding to mouse GABA-A benzodiazepine receptor,CHEMBL1123326,Direct protein target assigned,D,,1,CHEMBL2094133,,,request_00085,raw/responses/request_00085.json.gz,/assays/1,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL857664,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,Percent inhibition against central Benzodiazepine receptor at 1 uM,CHEMBL1140374,Homologous protein target assigned,H,,1,CHEMBL2093872,,,request_00085,raw/responses/request_00085.json.gz,/assays/2,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL864002,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]-Ro15-1788 from human recombinant GABAA alpha1 in combination with beta-3-gamma-2 expressed in L(tk-) cells,CHEMBL1148587,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00085,raw/responses/request_00085.json.gz,/assays/3,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL864003,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]-Ro15-1788 from human recombinant GABAA alpha2 in combination with beta3gamma2 expressed in L(tk-) cells,CHEMBL1148587,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00085,raw/responses/request_00085.json.gz,/assays/4,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL864004,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]Ro-151788 from human recombinant GABAA alpha3 in combination with beta3gamma2 expressed in L(tk-) cells,CHEMBL1148587,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00085,raw/responses/request_00085.json.gz,/assays/5,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL864005,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]Ro-151788 from human recombinant GABAA alpha5 in combination with beta3gamma2 expressed in L(tk-) cells,CHEMBL1148587,Direct protein target assigned,D,,1,CHEMBL2094122,,,request_00085,raw/responses/request_00085.json.gz,/assays/6,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL864006,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,F,Functional,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Efficacy against human recombinant GABAA alpha-1 in combination with beta3gamma2 expressed in L(tk-) cells by whole cell patch clamp method,CHEMBL1148587,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00085,raw/responses/request_00085.json.gz,/assays/7,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL864007,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,F,Functional,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Efficacy against human recombinant GABAA alpha3 in combination with beta-3-gamma-2 expressed in L(tk-) cells by whole cell patch clamp method,CHEMBL1148587,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00085,raw/responses/request_00085.json.gz,/assays/8,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL864008,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,F,Functional,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Efficacy against human recombinant GABAA alpha5 in combination with beta3gamma2 expressed in L(tk-) cells by whole cell patch clamp method,CHEMBL1148587,Direct protein target assigned,D,,1,CHEMBL2094122,,,request_00085,raw/responses/request_00085.json.gz,/assays/9,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL853070,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H] Ro15-1788 from recombinant human GABAA alpha2 receptor plus beta-3-gamma-2 expressed in L(tk-) cells,CHEMBL1149444,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00085,raw/responses/request_00085.json.gz,/assays/10,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL853073,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,F,Functional,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Efficacy against recombinant human GABAA alpha3 receptor plus beta-3-gamma-2 expressed in L(tk-) cells by whole cell patch clamp method relative to chlordiazepoxide,CHEMBL1149444,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00085,raw/responses/request_00085.json.gz,/assays/11,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL859118,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,F,Functional,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Efficacy against recombinant human GABAA alpha1 receptor plus beta3gamma2 expressed in L(tk-) cells by whole cell patch clamp method relative to chlordiazepoxide,CHEMBL1149444,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00085,raw/responses/request_00085.json.gz,/assays/12,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL862013,CLD0,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,Binding affinity to Wistar rat benzodiazepine receptor,CHEMBL1138158,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00085,raw/responses/request_00085.json.gz,/assays/13,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL861815,CLD0,,HEK293,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]Flumazenil from human GABA-Aalpha1 receptor plus beta-2-gamma-2 expressed in HEK293 cells,CHEMBL1146066,Direct protein target assigned,D,,1,CHEMBL2111392,,,request_00085,raw/responses/request_00085.json.gz,/assays/14,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL861816,CLD0,,HEK293,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]Flumazenil from human GABA-Aalpha3 receptor plus beta-2-gamma-2 expressed in HEK293 cells,CHEMBL1146066,Direct protein target assigned,D,,1,CHEMBL2111339,,,request_00085,raw/responses/request_00085.json.gz,/assays/15,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL861092,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from rat GABA-Aalpha1 receptor plus beta-2-gamma-2 in HEK293 cells,CHEMBL1146100,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00085,raw/responses/request_00085.json.gz,/assays/16,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL861093,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from rat GABA-Aalpha2 receptor plus beta-2-gamma-2 in HEK293 cells,CHEMBL1146100,Direct protein target assigned,D,,1,CHEMBL2111327,,,request_00085,raw/responses/request_00085.json.gz,/assays/17,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL859938,CLD0,,,[],,Bos taurus,[],,Brain membranes,9913,,,B,Binding,BAO_0000249,cell membrane format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]flumazenil from GABA-A receptor in bovine brain membranes,CHEMBL1146100,Direct protein target assigned,D,,1,CHEMBL2094107,,,request_00085,raw/responses/request_00085.json.gz,/assays/18,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL859940,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Inhibition of [3H]flumazenil binding to rat GABA-Aalpha5 receptor plus beta-3-gamma-2 at 10 uM in HEK293 cells,CHEMBL1146100,Direct protein target assigned,D,,1,CHEMBL2111374,,,request_00085,raw/responses/request_00085.json.gz,/assays/19,207b3dfe3c1624717da31db9da577a004e500e8a520c5cd8f61053507b9d8d65,2026-09-18T02:20:34.298879+00:00
CHEMBL883336,CLD0,,,[],,Rattus norvegicus,[],,,10116,,Cerebral cortex,B,Binding,BAO_0000249,cell membrane format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]flunitrazepam from GABA-A benzodiazepine receptor in synaptic membranes of rat cerebral cortex,CHEMBL1123003,Direct protein target assigned,D,,1,CHEMBL1907607,CHEMBL3559724,,request_00086,raw/responses/request_00086.json.gz,/assays/0,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL883287,CLD0,,,[],,,[],,,,,,B,Binding,BAO_0000223,protein complex format,,Multiple homologous protein targets may be assigned,4,In vitro displacement of [3H]-diazepam from GABA-A Benzodiazepine receptor,CHEMBL1122128,Homologous protein target assigned,H,,1,CHEMBL2093872,,,request_00086,raw/responses/request_00086.json.gz,/assays/1,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL881126,CLD0,,,[],,,[],,,,,,F,Functional,BAO_0000019,assay format,,Homologous protein complex subunits assigned,6,In vitro efficacy as change in chloride current against GABA-A alpha-3-beta-2-gamma-2 subunit expression,CHEMBL1129651,Homologous protein target assigned,H,,1,CHEMBL2111343,,,request_00086,raw/responses/request_00086.json.gz,/assays/2,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL881716,CLD0,,,[],,Xenopus laevis,[],,,8355,,,B,Binding,BAO_0000357,single protein format,,Homologous single protein target assigned,8,"Maximum percent potentiation against gamma-aminobutyric acid (GABA) A receptor, alpha 1",CHEMBL1135642,Homologous protein target assigned,H,,1,CHEMBL1962,,,request_00086,raw/responses/request_00086.json.gz,/assays/3,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL917143,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from rat GABAA alpha-1-beta-2-gamma-2 expressed in HEK293 cells,CHEMBL1142972,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00086,raw/responses/request_00086.json.gz,/assays/4,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL917144,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from rat GABAA alpha-2-beta-2-gamma-2 expressed in HEK293 cells,CHEMBL1142972,Direct protein target assigned,D,,1,CHEMBL2111327,,,request_00086,raw/responses/request_00086.json.gz,/assays/5,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL917147,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flumazenil from rat GABAA alpha-5-beta-3-gamma-2 expressed in HEK293 cells at 10 uM,CHEMBL1142972,Direct protein target assigned,D,,1,CHEMBL2111374,,,request_00086,raw/responses/request_00086.json.gz,/assays/6,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL917148,CLD0,,HEK293,[],,Rattus norvegicus,[],,,10116,,,F,Functional,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Agonist activity at rat GABAA alpha-1-beta-2-gamma-2 expressed in HEK293 cells assessed as chloride influx,CHEMBL1142972,Direct protein target assigned,D,,1,CHEMBL2095167,,,request_00086,raw/responses/request_00086.json.gz,/assays/7,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL919087,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]Ro 15-1788 from human recombinant GABAA alpha-1-beta-3-gamma-2 receptor expressed in L(tk-) cells,CHEMBL1139460,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00086,raw/responses/request_00086.json.gz,/assays/8,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL919088,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]Ro 15-1788 from human recombinant GABAA alpha-2-beta-3-gamma-2 receptor expressed in L(tk-) cells,CHEMBL1139460,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00086,raw/responses/request_00086.json.gz,/assays/9,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL919089,CLD0,,,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Displacement of [3H]Ro 15-1788 from human recombinant GABAA alpha-3-beta-3-gamma-2 receptor expressed in L(tk-) cells,CHEMBL1139460,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00086,raw/responses/request_00086.json.gz,/assays/10,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL919090,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Efficacy at human recombinant GABAA alpha-1-beta-3-gamma-2 receptor expressed in Xenopus laevis oocytes by two electrode voltage clamp method relative to GABA,CHEMBL1139460,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00086,raw/responses/request_00086.json.gz,/assays/11,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL919091,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Efficacy at human recombinant GABAA alpha-2-beta-3-gamma-2 receptor expressed in Xenopus laevis oocytes by two electrode voltage clamp method relative to GABA,CHEMBL1139460,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00086,raw/responses/request_00086.json.gz,/assays/12,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
CHEMBL919092,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Efficacy at human recombinant GABAA alpha-3-beta-3-gamma-2 receptor expressed in Xenopus laevis oocytes by two electrode voltage clamp method relative to GABA,CHEMBL1139460,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00086,raw/responses/request_00086.json.gz,/assays/13,8b391cc9fe73dce3f6d7a9d4245e6f21b76bf74573b46b74d62c74718f7e929a,2026-09-18T02:20:36.145159+00:00
