assay_chembl_id,aidx,assay_category,assay_cell_type,assay_classifications,assay_group,assay_organism,assay_parameters,assay_strain,assay_subcellular_fraction,assay_tax_id,assay_test_type,assay_tissue,assay_type,assay_type_description,bao_format,bao_label,cell_chembl_id,confidence_description,confidence_score,description,document_chembl_id,relationship_description,relationship_type,src_assay_id,src_id,target_chembl_id,tissue_chembl_id,variant_sequence,source_request_id,source_file,source_json_pointer,source_sha256,retrieved_at_utc
CHEMBL1273615,CLD0,,HEK293,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant GABAA alpha-1-beta-3-gamma-2 receptor expressed in HEK cells by liquid scintillation counting,CHEMBL1268934,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00071,raw/responses/request_00071.json.gz,/assays/0,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1273616,CLD0,,HEK293,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant GABAA alpha-2-beta-3-gamma-2 receptor expressed in HEK cells by liquid scintillation counting,CHEMBL1268934,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00071,raw/responses/request_00071.json.gz,/assays/1,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1273617,CLD0,,HEK293,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant GABAA alpha-3-beta-3-gamma-2 receptor expressed in HEK cells by liquid scintillation counting,CHEMBL1268934,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00071,raw/responses/request_00071.json.gz,/assays/2,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1273619,CLD0,,HEK293,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant GABAA alpha-5-beta-3-gamma-2 receptor expressed in HEK cells by liquid scintillation counting,CHEMBL1268934,Direct protein target assigned,D,,1,CHEMBL2094122,,,request_00071,raw/responses/request_00071.json.gz,/assays/3,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1273620,CLD0,,HEK293,[],,Homo sapiens,[],,,9606,In vitro,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant GABAA alpha-6-beta-3-gamma-2 receptor expressed in HEK cells by liquid scintillation counting,CHEMBL1268934,Direct protein target assigned,D,,1,CHEMBL2095190,,,request_00071,raw/responses/request_00071.json.gz,/assays/4,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638608,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Positive allosteric modulation of human alpha1beta2gamma2 GABA receptor expressed in Xenopus laevis oocytes at 1 uM,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00071,raw/responses/request_00071.json.gz,/assays/5,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638609,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Positive allosteric modulation of human alpha2beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes at 1 uM,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00071,raw/responses/request_00071.json.gz,/assays/6,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638610,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Positive allosteric modulation of human alpha3beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes at 1 uM,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00071,raw/responses/request_00071.json.gz,/assays/7,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638611,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Positive allosteric modulation of human alpha5beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes at 1 uM,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2094122,,,request_00071,raw/responses/request_00071.json.gz,/assays/8,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638613,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Binding affinity to human alpha1beta2gamma2 GABA receptor expressed in Xenopus laevis oocytes,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00071,raw/responses/request_00071.json.gz,/assays/9,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638614,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Binding affinity to human alpha2beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2094130,,,request_00071,raw/responses/request_00071.json.gz,/assays/10,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638615,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Binding affinity to human alpha3beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2094120,,,request_00071,raw/responses/request_00071.json.gz,/assays/11,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL1638616,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Binding affinity to human alpha5beta3gamma2 GABA receptor expressed in Xenopus laevis oocytes,CHEMBL1629416,Direct protein target assigned,D,,1,CHEMBL2094122,,,request_00071,raw/responses/request_00071.json.gz,/assays/12,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL2327957,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Modulation of human GABAA alpha3beta3gamma2 expressed in xenopus oocytes assessed as potentiation of GABA-evoked chloride currents,CHEMBL2321869,Direct protein target assigned,D,518979,1,CHEMBL2094120,,,request_00071,raw/responses/request_00071.json.gz,/assays/13,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL2327958,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Modulation of human GABAA alpha2beta3gamma2 expressed in xenopus oocytes assessed as potentiation of GABA-evoked chloride currents,CHEMBL2321869,Direct protein target assigned,D,518980,1,CHEMBL2094130,,,request_00071,raw/responses/request_00071.json.gz,/assays/14,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL2327959,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Modulation of human GABA-A alpha1beta2gamma2 expressed in xenopus oocytes assessed as potentiation of GABA-evoked chloride currents,CHEMBL2321869,Direct protein target assigned,D,518978,1,CHEMBL2095172,,,request_00071,raw/responses/request_00071.json.gz,/assays/15,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL2327961,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Modulation of human GABAA alpha5beta3gamma3 expressed in xenopus oocytes assessed as potentiation of GABA-evoked chloride currents,CHEMBL2321869,Direct protein target assigned,D,518977,1,CHEMBL3885577,,,request_00071,raw/responses/request_00071.json.gz,/assays/16,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL2327962,CLD0,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3308859,Direct protein complex subunits assigned,7,Binding affinity to human recombinant GABAA alpha5beta3gamma2 expressed in Xenopus laevis oocytes by patch clamp technique,CHEMBL2321869,Direct protein target assigned,D,518975,1,CHEMBL2094122,,,request_00071,raw/responses/request_00071.json.gz,/assays/17,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL3375235,CLD0,,,[],,Rattus norvegicus,[],,,10116,,Cerebral cortex,B,Binding,BAO_0000221,tissue-based format,,Multiple homologous protein targets may be assigned,4,Displacement of [3H]muscimol form GABAA receptor in rat cerebral cortex assessed as specific radio-ligand binding level at 1 uM incubated for 10 mins by liquid scintillation counting method,CHEMBL3351688,Homologous protein target assigned,H,706335,1,CHEMBL2093872,CHEMBL3559724,,request_00071,raw/responses/request_00071.json.gz,/assays/18,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL3864480,869157,,,[],,Rattus norvegicus,[],Sprague-Dawley,,10116,,,B,Binding,BAO_0000019,assay format,,Direct protein complex subunits assigned,7,Agonist activity at GABA alpha1beta2beta3gamma2 receptor Bzd binding site in Sprague-Dawley rat cerebellar granule cells assessed as increase in GABA-activated chloride currents at 1 uM by whole-cell patch clamp technique relative to control,CHEMBL3864135,Direct protein target assigned,D,,1,CHEMBL3883322,,,request_00071,raw/responses/request_00071.json.gz,/assays/19,5f1b1eabbc86125d03d59bfa575eb71e035f7b6dea9ff22ebd4435d9a8730542,2026-09-18T02:20:05.002453+00:00
CHEMBL3873362,880729,,HEK293,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Positive allosteric modulation of human recombinant GABA-A receptor alpha1beta2gamma2 expressed in HEK293 cells assessed as potentiation of of GABA induced chloride currents treated every 60 secs measured for 7 secs by electrophysiological method,CHEMBL3872231,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00072,raw/responses/request_00072.json.gz,/assays/0,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL3873363,880730,,HEK293,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Positive allosteric modulation of human recombinant GABA-A receptor alpha1beta2gamma2 expressed in HEK293 cells assessed as potentiation of of GABA induced chloride currents at 1 uM treated every 60 secs measured for 7 secs by electrophysiological method relative to GABA,CHEMBL3872231,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00072,raw/responses/request_00072.json.gz,/assays/1,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL3995200,897273,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct single protein target assigned,9,Displacement of [3H]RO15-1788 from recombinant rat GABAalpha1 receptor expressed in HEK293 cells after 1 hr,CHEMBL3994587,Direct protein target assigned,D,,1,CHEMBL343,,,request_00072,raw/responses/request_00072.json.gz,/assays/2,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL3995201,897276,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct single protein target assigned,9,Displacement of [3H]RO15-1788 from recombinant rat GABAalpha2 receptor expressed in HEK293 cells after 1 hr,CHEMBL3994587,Direct protein target assigned,D,,1,CHEMBL341,,,request_00072,raw/responses/request_00072.json.gz,/assays/3,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL3995202,897278,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct single protein target assigned,9,Displacement of [3H]RO15-1788 from recombinant rat GABAalpha3 receptor expressed in HEK293 cells after 1 hr,CHEMBL3994587,Direct protein target assigned,D,,1,CHEMBL328,,,request_00072,raw/responses/request_00072.json.gz,/assays/4,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL3995203,897281,,,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct single protein target assigned,9,Displacement of [3H]RO15-1788 from recombinant rat GABAalpha5 receptor expressed in HEK293 cells after 1 hr,CHEMBL3994587,Direct protein target assigned,D,,1,CHEMBL300,,,request_00072,raw/responses/request_00072.json.gz,/assays/5,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4351505,1127164,,HEK293,[],,Homo sapiens,[],,,9606,,,A,ADME,BAO_0000219,cell-based format,CHEMBL3307715,Direct protein complex subunits assigned,7,Positive allosteric modulation of human GABAA alpha1/beta3/gamma2 expressed in HEK293 cells assessed as increase in GABA-stimulated chloride current response at 100 times Ki measured after 15 secs by QPatch electrophysiology method relative to GABA,CHEMBL4350959,Direct protein target assigned,D,,1,CHEMBL2094121,,,request_00072,raw/responses/request_00072.json.gz,/assays/6,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4403717,1190538,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Binding affinity to GABA-A alpha2 (unknown origin),CHEMBL4402545,Direct protein target assigned,D,,1,CHEMBL4956,,,request_00072,raw/responses/request_00072.json.gz,/assays/7,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4403718,1190537,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Binding affinity to GABA-A alpha1 (unknown origin),CHEMBL4402545,Direct protein target assigned,D,,1,CHEMBL1962,,,request_00072,raw/responses/request_00072.json.gz,/assays/8,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4403719,1190539,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Binding affinity to GABA-A alpha3 (unknown origin),CHEMBL4402545,Direct protein target assigned,D,,1,CHEMBL3026,,,request_00072,raw/responses/request_00072.json.gz,/assays/9,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4403720,1190540,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Binding affinity to GABA-A alpha5 (unknown origin),CHEMBL4402545,Direct protein target assigned,D,,1,CHEMBL5112,,,request_00072,raw/responses/request_00072.json.gz,/assays/10,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4415148,1172342,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Inhibition of GABAA receptor alpha1 (unknown origin),CHEMBL4414553,Direct protein target assigned,D,,1,CHEMBL1962,,,request_00072,raw/responses/request_00072.json.gz,/assays/11,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4415149,1172343,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Inhibition of GABAA receptor alpha3 (unknown origin),CHEMBL4414553,Direct protein target assigned,D,,1,CHEMBL3026,,,request_00072,raw/responses/request_00072.json.gz,/assays/12,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4716913,1261214,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Allosteric modulation of GABAA alpha1beta2gamma2 (unknown origin) expressed in Xenopus oocytes assessed as potentiation of GABA-induced current response at 0.1 uM at -80 mV holding potential incubated for 3 mins by two electrode voltage clamp method relative to control,CHEMBL4715701,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00072,raw/responses/request_00072.json.gz,/assays/13,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL4716928,1261257,,Oocyte,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Allosteric modulation of GABAA alpha1beta2gamma2 (unknown origin) expressed in Xenopus oocytes assessed as potentiation of GABA-induced current response at -80 mV holding potential incubated for 3 mins by two electrode voltage clamp method,CHEMBL4715701,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00072,raw/responses/request_00072.json.gz,/assays/14,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL5123262,1403863,,,[],,Rattus norvegicus,[],Wistar,Membrane,10116,,Brain,B,Binding,BAO_0000249,cell membrane format,,Multiple direct protein targets may be assigned,5,Displacement of [3H]flunitrazepam from GABAA central benzodiazepine receptor in Wistar rat brain membrane without cerebellum measured after 60 mins by scintillation counting analysis,CHEMBL5120840,Direct protein target assigned,D,,1,CHEMBL1907607,,,request_00072,raw/responses/request_00072.json.gz,/assays/15,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL5146040,1403757,,HEK,[],,Homo sapiens,[],,Cell membrane,9606,,,B,Binding,BAO_0000249,cell membrane format,,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant alpha1beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,CHEMBL5143601,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00072,raw/responses/request_00072.json.gz,/assays/16,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL5146041,1403758,,HEK,[],,Homo sapiens,[],,Cell membrane,9606,,,B,Binding,BAO_0000249,cell membrane format,,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant alpha2beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,CHEMBL5143601,Direct protein target assigned,D,,1,CHEMBL2111413,,,request_00072,raw/responses/request_00072.json.gz,/assays/17,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL5146042,1403759,,HEK,[],,Homo sapiens,[],,Cell membrane,9606,,,B,Binding,BAO_0000249,cell membrane format,,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant alpha3beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,CHEMBL5143601,Direct protein target assigned,D,,1,CHEMBL2111339,,,request_00072,raw/responses/request_00072.json.gz,/assays/18,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL5146043,1403760,,HEK,[],,Homo sapiens,[],,Cell membrane,9606,,,B,Binding,BAO_0000249,cell membrane format,,Direct protein complex subunits assigned,7,Displacement of [3H]flunitrazepam from human recombinant alpha5beta2gamma2 GABAA receptor expressed in HEK cell membrane by competitive radioligand binding assay,CHEMBL5143601,Direct protein target assigned,D,,1,CHEMBL4523641,,,request_00072,raw/responses/request_00072.json.gz,/assays/19,9c4fa3ad06de4830fa4c1330c7fdfbe67bcb0513957595b3ebc0847599e1b0c7,2026-09-18T02:20:06.834280+00:00
CHEMBL5147905,1401383,,CHO,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of GABAA alpha1beta2gamma2 receptor (unknown origin) stably expressed in CHO cells assessed as activation of GABA-induced response at 2 uM in presence of flumazenil by FLIPR assay,CHEMBL5143681,Direct protein target assigned,D,,1,CHEMBL2095172,,,request_00073,raw/responses/request_00073.json.gz,/assays/0,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5237499,1452925,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000223,protein complex format,,Multiple direct protein targets may be assigned,5,Inhibition of GABA-A receptor (unknown origin),CHEMBL5236558,Direct protein target assigned,D,,1,CHEMBL2093872,,,request_00073,raw/responses/request_00073.json.gz,/assays/1,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5237500,1452934,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Inhibition of GABA-A alpha1 receptor (unknown origin) relative to control,CHEMBL5236558,Direct protein target assigned,D,,1,CHEMBL1962,,,request_00073,raw/responses/request_00073.json.gz,/assays/2,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5237501,1452935,,,[],,Homo sapiens,[],,,9606,,,B,Binding,BAO_0000357,single protein format,,Direct single protein target assigned,9,Inhibition of GABA-A alpha2 receptor (unknown origin) relative to control,CHEMBL5236558,Direct protein target assigned,D,,1,CHEMBL4956,,,request_00073,raw/responses/request_00073.json.gz,/assays/3,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254701,1479429,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha1beta3alpha1-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as increase in GABA-induced current amplitude at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296062,,,request_00073,raw/responses/request_00073.json.gz,/assays/4,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254702,1479497,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA gamma2beta3alpha1-beta3alpha6 receptor expressed in Xenopus laevis oocytes assessed as increase in GABA-induced current amplitude at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL5291947,,,request_00073,raw/responses/request_00073.json.gz,/assays/5,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254703,1479496,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3alpha1-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as increase in GABA-induced current amplitude at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL5291947,,,request_00073,raw/responses/request_00073.json.gz,/assays/6,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254704,1479495,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha6beta3alpha6-gamma2beta3 receptor expressed in Xenopus laevis oocytes assessed as increase in GABA-induced current amplitude at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296054,,,request_00073,raw/responses/request_00073.json.gz,/assays/7,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
CHEMBL5254705,1479502,,Oocyte,[],,Rattus norvegicus,[],,,10116,,,B,Binding,BAO_0000219,cell-based format,,Direct protein complex subunits assigned,7,Positive allosteric modulation of rat recombinant GABAA alpha1beta3gamma2 receptor expressed in Xenopus laevis oocytes assessed as increase in GABA-induced current amplitude at -80 mV holding potential in presence of GABA EC1 to 1.5 by two-electrode voltage-clamp assay,CHEMBL5252552,Direct protein target assigned,D,,1,CHEMBL4296062,,,request_00073,raw/responses/request_00073.json.gz,/assays/8,28f562e0699221051cfdd43f7be11068e4e966d517bc0108a10976dc9df8e36b,2026-09-18T02:20:10.174474+00:00
