drug,logROR_ataxia,logROR_balance_disorder,logROR_coordination_abnormal,logROR_gait_disturbance
diazepam,1.7432409355600527,1.0296588944790876,1.4472063768972525,0.7543273613777952
triazolam,1.6865410210244924,0.5829213342185433,NA,0.5484653466939395
brotizolam,1.006678463817579,-1.1379347886924318,NA,-0.08764450698179616
lormetazepam,1.3627426209044504,0.9911142678796434,0.7013358468017383,-0.11840031712461752
