activity_id,qc_flags,molecule_chembl_id,source_request_id,source_json_pointer
1701379,"[""assay_target_subunit_text_discrepancy_review"", ""assay_target_subunit_conflict_review"", ""no_structured_assay_parameters""]",CHEMBL12,request_00013,/activities/14
1876211,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL12,request_00013,/activities/15
2278238,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL12,request_00013,/activities/16
2633991,"[""no_structured_assay_parameters""]",CHEMBL12,request_00013,/activities/17
17966225,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00013,/activities/18
19259408,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00013,/activities/19
24843235,"[""no_structured_assay_parameters""]",CHEMBL12,request_00013,/activities/20
1279110,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/0
1279111,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/1
2633973,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/2
2634003,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/3
17966217,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/4
17966220,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/5
17966222,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/6
25128225,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/7
25130809,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00014,/activities/8
25076504,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/0
25076507,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/1
25076511,"[""source_data_validity_comment"", ""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/2
25076512,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/3
25076513,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/4
25076515,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/5
25076516,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/6
25076517,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/7
25076521,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/8
25076523,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/9
25076524,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/10
25076526,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/11
25076527,"[""no_structured_assay_parameters""]",CHEMBL12,request_00015,/activities/12
2461352,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/0
19259380,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/1
19259426,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/2
24843277,"[""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/3
25076505,"[""source_data_validity_comment"", ""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/4
25076506,"[""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/5
25076514,"[""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/6
25076518,"[""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/7
25076519,"[""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/8
25076522,"[""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/9
25076525,"[""no_structured_assay_parameters""]",CHEMBL12,request_00016,/activities/10
25128178,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL580,request_00020,/activities/0
25130756,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL580,request_00020,/activities/1
141810,"[""missing_standard_units"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/0
141811,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/1
275567,"[""source_data_validity_comment"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/2
878696,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/3
878697,"[""missing_standard_units"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/4
878698,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/5
942060,"[""source_potential_duplicate"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/6
942061,"[""missing_standard_units"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/7
960283,"[""source_potential_duplicate"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/8
960284,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/9
960285,"[""missing_standard_units"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/10
995663,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/11
1016962,"[""source_potential_duplicate"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/12
1505241,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL452,request_00024,/activities/13
25128433,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL452,request_00026,/activities/0
25131041,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL452,request_00026,/activities/1
350409,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL661,request_00030,/activities/0
350410,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00030,/activities/1
350411,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00030,/activities/2
679541,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL661,request_00030,/activities/3
24843226,"[""no_structured_assay_parameters""]",CHEMBL661,request_00030,/activities/4
24843268,"[""no_structured_assay_parameters""]",CHEMBL661,request_00030,/activities/5
350414,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00031,/activities/0
350415,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00031,/activities/1
24843247,"[""no_structured_assay_parameters""]",CHEMBL661,request_00031,/activities/2
25128552,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00032,/activities/0
25131170,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00032,/activities/1
350412,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00034,/activities/0
350413,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00034,/activities/1
350416,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00034,/activities/2
350417,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL661,request_00034,/activities/3
24843289,"[""no_structured_assay_parameters""]",CHEMBL661,request_00034,/activities/4
520131,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL655,request_00036,/activities/0
25128550,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL655,request_00038,/activities/0
25131168,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL655,request_00038,/activities/1
292495,"[""source_data_validity_comment"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL967,request_00042,/activities/0
25128227,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL967,request_00044,/activities/0
25130811,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL967,request_00044,/activities/1
599586,"[""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/0
599587,"[""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/1
599588,"[""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/2
599589,"[""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/3
599590,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/4
684273,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/5
684274,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/6
684275,"[""missing_standard_units"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/7
2461330,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL646,request_00048,/activities/8
25128553,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL646,request_00050,/activities/0
25131171,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL646,request_00050,/activities/1
2461351,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL646,request_00052,/activities/0
331765,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/0
331770,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/1
346463,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/2
346464,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/3
346465,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/4
574081,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/5
574082,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/6
574083,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/7
574084,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/8
595754,"[""source_potential_duplicate"", ""assay_target_subunit_text_discrepancy_review"", ""assay_target_subunit_conflict_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/9
595755,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/10
595756,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/11
595757,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/12
618407,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/13
618408,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/14
618409,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/15
618410,"[""censored_or_nonexact_relation"", ""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/16
618411,"[""censored_or_nonexact_relation"", ""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/17
662349,"[""censored_or_nonexact_relation"", ""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/18
662350,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/19
662351,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/20
662352,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/21
662353,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/22
662354,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/23
662355,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/24
793338,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/25
810275,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/26
810276,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/27
886261,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/28
886262,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/29
886263,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/30
886264,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/31
886265,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/32
908901,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/33
1038572,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/34
1106753,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/35
1412600,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/36
1412601,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/37
1412602,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/38
1412603,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/39
1505242,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/40
1505243,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/41
1700832,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/42
1700838,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/43
1701382,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/44
1825758,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/45
1825760,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/46
1844041,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/47
1844050,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/48
1844059,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/49
1844068,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/50
1844073,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/51
1844078,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/52
2185137,"[""source_potential_duplicate"", ""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/53
2185138,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/54
2401379,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/55
2401381,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/56
2633955,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/57
3519533,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/58
3519534,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/59
3519535,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/60
3519536,"[""censored_or_nonexact_relation"", ""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/61
3519537,"[""censored_or_nonexact_relation"", ""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/62
15133383,"[""missing_standard_value"", ""missing_standard_units"", ""missing_standard_relation"", ""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/63
16823503,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/64
16823507,"[""missing_standard_units"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/65
19306676,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/66
25013385,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/67
29089182,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/68
29089261,"[""no_structured_assay_parameters""]",CHEMBL911,request_00054,/activities/69
331766,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/0
331769,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/1
331772,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/2
331773,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/3
331774,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/4
331775,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/5
346468,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/6
346469,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/7
793340,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/8
810277,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/9
810278,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/10
908902,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/11
908903,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/12
1106755,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/13
1106756,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/14
1505244,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/15
1700850,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/16
1701378,"[""assay_target_subunit_text_discrepancy_review"", ""assay_target_subunit_conflict_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/17
1825759,"[""source_potential_duplicate"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/18
2401380,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/19
2401382,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/20
2401384,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/21
2633992,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/22
17966226,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/23
19306677,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/24
29089264,"[""no_structured_assay_parameters""]",CHEMBL911,request_00055,/activities/25
2633974,"[""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00056,/activities/0
17966218,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00056,/activities/1
17966221,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00056,/activities/2
17966223,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00056,/activities/3
25128411,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00056,/activities/4
25131017,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00056,/activities/5
29089263,"[""no_structured_assay_parameters""]",CHEMBL911,request_00057,/activities/0
346466,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00058,/activities/0
346467,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00058,/activities/1
346470,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00058,/activities/2
346471,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00058,/activities/3
2401383,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""assay_target_subunit_text_discrepancy_review"", ""no_structured_assay_parameters""]",CHEMBL911,request_00058,/activities/4
25013387,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL911,request_00058,/activities/5
994803,"[""not_specific_protein_complex"", ""target_subunits_unspecified"", ""no_structured_assay_parameters""]",CHEMBL135400,request_00060,/activities/0
16774819,"[""no_structured_assay_parameters""]",CHEMBL135400,request_00062,/activities/0
25128071,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL135400,request_00062,/activities/1
25130641,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL135400,request_00062,/activities/2
12662653,"[""no_structured_assay_parameters""]",CHEMBL1521,request_00066,/activities/0
12662654,"[""no_structured_assay_parameters""]",CHEMBL1521,request_00066,/activities/1
12662683,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL1521,request_00066,/activities/2
12662684,"[""censored_or_nonexact_relation"", ""no_structured_assay_parameters""]",CHEMBL1521,request_00068,/activities/0
25128316,"[""censored_or_nonexact_relation"", ""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL1521,request_00068,/activities/1
25130910,"[""not_specific_protein_complex"", ""no_structured_assay_parameters""]",CHEMBL1521,request_00068,/activities/2
